method,label_a,label_b,conflict_count,mean_similarity,median_similarity,max_similarity,min_similarity
lsa,PartnershipPatient → connection,Socioemotional/Empathy → AcknowledgeError,17,0.7193,0.6972,0.9828,0.6018
lsa,PartnershipPatient → Alignment,PartnershipPatient → connection,17,0.8703,1.0,1.0,0.634
lsa,InfoGive → Generalinformation,PartnershipProvider → maintainCommunication,16,0.6287,0.608,0.7159,0.6034
lsa,InfoGive → SchedulingAppt,PartnershipPatient → statePreferences,16,0.6641,0.6574,0.7681,0.6004
lsa,InfoSeek → Generalinformation,PartnershipPatient → activeParticipation/involvement,16,0.6539,0.6442,0.7132,0.6013
lsa,InfoGive → Diagnostics,PartnershipPatient → activeParticipation/involvement,16,0.6501,0.6401,0.6872,0.624
lsa,InfoGive → Diagnostics,InfoGiveSDOH → EconomicStability,16,0.7203,0.7329,0.7968,0.6108
lsa,InfoGive → SchedulingAppt,PartnershipProvider → maintainCommunication,16,0.6745,0.6547,0.7948,0.6278
lsa,InfoGive → Instruction,PartnershipPatient → activeParticipation/involvement,15,0.6938,0.7001,0.7509,0.6213
lsa,InfoGive → Instruction,InfoGive → carecoordination,14,0.6989,0.7214,0.7605,0.6117
lsa,PartnershipPatient → signoff,PartnershipProvider → connection,14,0.876,1.0,1.0,0.6527
lsa,InfoGive → Generalinformation,PartnershipPatient → statePreferences,14,0.7347,0.7045,0.9262,0.6235
lsa,InfoGive → Diagnostics,PartnershipPatient → statePreferences,14,0.691,0.6676,0.8331,0.6362
lsa,InfoSeek → SchedulingAppt,PartnershipPatient → activeParticipation/involvement,13,0.6449,0.6449,0.7105,0.6129
lsa,InfoGive → Generalinformation,PartnershipPatient → connection,13,0.7029,0.7054,0.8398,0.6266
lsa,PartnershipPatient → connection,PartnershipPatient → statePreferences,13,0.6866,0.6815,0.7958,0.611
lsa,InfoGive → carecoordination,PartnershipProvider → maintainCommunication,13,0.6787,0.6589,1.0,0.6107
lsa,InfoGive → SchedulingAppt,InfoGive → Symptoms,12,0.6763,0.6881,0.741,0.6025
lsa,InfoGive → carecoordination,PartnershipProvider → connection,12,0.6734,0.6484,0.7985,0.6156
lsa,InfoGive → Drugs,PartnershipProvider → connection,12,0.8053,0.8053,0.9322,0.6785
lsa,InfoGive → Drugs,InfoGiveSDOH → EconomicStability,12,0.7063,0.6976,0.8111,0.6062
lsa,PartnershipPatient → connection,Socioemotional/Empathy → Reassurance,12,0.7561,0.7621,0.8558,0.6121
lsa,InfoGive → Symptoms,InfoGiveSDOH → HealthCareAccessAndQuality,12,0.7512,0.7614,0.8472,0.6418
lsa,PartnershipPatient → salutation,PartnershipProvider → connection,12,0.7493,0.8095,0.8095,0.6287
lsa,InfoGive → Diagnostics,InfoSeek → Drugs,12,0.756,0.7409,0.9082,0.6713
lsa,InfoGive → Instruction,PartnershipProvider → maintainCommunication,12,0.6235,0.6132,0.6701,0.6027
lsa,InfoGive → SchedulingAppt,PartnershipPatient → connection,11,0.6795,0.661,0.7362,0.6015
lsa,InfoGive → Symptoms,PartnershipPatient → connection,11,0.695,0.642,0.9267,0.604
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → statePreferences,11,0.6695,0.6195,1.0,0.6041
lsa,PartnershipProvider → maintainCommunication,Socioemotional/Empathy → AcknowledgeError,10,0.6803,0.6756,0.736,0.6283
lsa,InfoGive → Drugs,PartnershipProvider → maintainCommunication,10,0.7084,0.6513,0.9469,0.6123
lsa,InfoGive → Symptoms,PartnershipPatient → expressOpinions,10,0.7706,0.7708,1.0,0.6223
lsa,InfoGive → Drugs,PartnershipPatient → statePreferences,10,0.7208,0.6726,0.8367,0.6262
lsa,InfoGive → Generalinformation,InfoGiveSDOH → EconomicStability,10,0.706,0.6608,0.8874,0.6291
lsa,InfoGive → Generalinformation,PartnershipProvider → Alignment,10,0.78,0.8448,0.8448,0.6572
lsa,PartnershipProvider → Alignment,Socioemotional/Empathy → ExpressConcern/unease,10,0.6871,0.7126,0.7126,0.6328
lsa,InfoGive → Diagnostics,InfoSeekSDOH → HealthCareAccessAndQuality,10,0.6665,0.6765,0.6892,0.63
lsa,InfoGive → Symptoms,PartnershipProvider → connection,10,0.698,0.7,0.8315,0.604
lsa,InfoGive → Symptoms,PartnershipPatient → activeParticipation/involvement,10,0.6571,0.6717,0.6854,0.6036
lsa,InfoGive → Diagnostics,PartnershipPatient → connection,10,0.696,0.6571,0.8595,0.6103
lsa,InfoSeek → Drugs,PartnershipPatient → activeParticipation/involvement,10,0.6909,0.6485,0.8578,0.6087
lsa,PartnershipPatient → Alignment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,9,0.7107,0.7107,0.7107,0.7107
lsa,InfoSeek → Drugs,PartnershipPatient → statePreferences,9,0.6581,0.6443,0.7083,0.6258
lsa,InfoGive → Drugs,PartnershipPatient → connection,9,0.6734,0.6576,0.7526,0.6147
lsa,PartnershipPatient → Alignment,PartnershipPatient → activeParticipation/involvement,9,0.7747,0.7399,1.0,0.6488
lsa,InfoGive → Generalinformation,SharedDecisionProvider → MakeDecision,9,0.6515,0.6529,0.6736,0.6337
lsa,InfoGive → Diagnostics,PartnershipProvider → Alignment,9,0.7163,0.673,0.9299,0.6279
lsa,InfoGive → Generalinformation,InfoSeek → Drugs,9,0.6942,0.6965,0.7534,0.6255
lsa,PartnershipProvider → Alignment,SharedDecisionProvider → Approval/Reinforcement,9,0.7699,0.783,0.783,0.7534
lsa,PartnershipProvider → maintainCommunication,SharedDecisionPatient → SeekingApproval,9,0.6481,0.6198,0.7622,0.6038
lsa,InfoGive → Drugs,SharedDecisionProvider → Approval/Reinforcement,9,0.7711,0.7753,0.8599,0.6438
lsa,InfoSeek → SchedulingAppt,PartnershipPatient → statePreferences,9,0.7413,0.7459,0.8452,0.6223
lsa,InfoGive → Generalinformation,InfoSeek → Generalinformation,8,0.6908,0.6732,0.755,0.6617
lsa,InfoGive → Drugs,PartnershipProvider → signoff,8,0.8053,0.8053,0.9322,0.6785
lsa,InfoGive → Generalinformation,Socioemotional/Empathy → Reassurance,8,0.7164,0.6398,0.978,0.6078
lsa,InfoGive → SchedulingAppt,InfoGiveSDOH → EconomicStability,8,0.6826,0.6962,0.734,0.6289
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → maintainCommunication,8,0.7041,0.6543,0.901,0.607
lsa,InfoGive → Drugs,PartnershipProvider → Alignment,8,0.6516,0.6545,0.6841,0.6085
lsa,InfoGive → Drugs,PartnershipPatient → expressOpinions,8,0.7406,0.747,0.7755,0.6943
lsa,InfoGive → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,8,0.731,0.7044,0.8629,0.6522
lsa,InfoGive → Generalinformation,PartnershipProvider → connection,8,0.6678,0.6539,0.7309,0.6322
lsa,InfoGive → Diagnostics,PartnershipPatient → expressOpinions,8,0.7081,0.7232,0.7857,0.6258
lsa,InfoGive → Diagnostics,PartnershipPatient → Alignment,8,0.7243,0.741,0.7632,0.6306
lsa,InfoSeek → Diagnostics,InfoSeek → Generalinformation,8,0.7761,0.7884,0.8835,0.6441
lsa,InfoGive → Symptoms,Socioemotional/Empathy → Reassurance,8,0.7095,0.7145,0.7766,0.6323
lsa,InfoGive → Symptoms,InfoSeek → Symptoms,8,0.7488,0.7063,0.958,0.6248
lsa,InfoGive → Symptoms,PartnershipPatient → Alignment,8,0.9267,0.9267,0.9267,0.9267
lsa,InfoGive → Diagnostics,PartnershipProvider → maintainCommunication,8,0.698,0.6961,0.7911,0.6087
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,8,0.7002,0.676,0.8384,0.6105
lsa,InfoGive → SchedulingAppt,InfoSeek → Drugs,7,0.6481,0.6185,0.7181,0.6132
lsa,InfoGive → SchedulingAppt,InfoSeek → Diagnostics,7,0.6574,0.6443,0.7168,0.6204
lsa,PartnershipProvider → connection,Socioemotional/Empathy → Reassurance,7,0.7754,0.7657,1.0,0.6417
lsa,InfoGive → Diagnostics,SharedDecisionProvider → Approval/Reinforcement,7,0.6773,0.6091,1.0,0.6091
lsa,InfoSeek → Diagnostics,PartnershipProvider → maintainCommunication,7,0.6723,0.7107,0.7238,0.6065
lsa,InfoGive → carecoordination,PartnershipPatient → statePreferences,7,0.6653,0.6348,0.7918,0.6214
lsa,InfoGiveSDOH → EconomicStability,InfoSeek → SchedulingAppt,7,0.7413,0.7955,0.834,0.6012
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → Alignment,7,0.6757,0.6812,0.6812,0.6427
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → statePreferences,7,0.6575,0.6357,0.6961,0.6321
lsa,InfoGive → Symptoms,InfoGive → carecoordination,7,0.6277,0.6139,0.7098,0.604
lsa,InfoSeek → SchedulingAppt,PartnershipPatient → expressOpinions,7,0.7393,0.7647,0.8078,0.6056
lsa,InfoGive → Drugs,PartnershipPatient → Alignment,7,0.7972,0.8941,0.8941,0.6438
lsa,InfoGive → Drugs,PartnershipPatient → signoff,6,0.7412,0.6785,0.9322,0.6129
lsa,InfoGive → SchedulingAppt,PartnershipPatient → expressOpinions,6,0.7297,0.6566,0.9121,0.6064
lsa,InfoGive → Symptoms,InfoGiveSDOH → EconomicStability,6,0.7037,0.6965,0.7483,0.6664
lsa,InfoGive → Symptoms,InfoSeek → SchedulingAppt,6,0.69,0.6917,0.7015,0.6767
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,Socioemotional/Empathy → AcknowledgeError,6,0.7171,0.7205,0.7711,0.6597
lsa,PartnershipPatient → expressOpinions,PartnershipPatient → statePreferences,6,0.7358,0.7508,0.8342,0.6224
lsa,InfoGive → SchedulingAppt,SharedDecisionPatient → SeekingApproval,6,0.7597,0.7447,0.9092,0.6253
lsa,InfoGive → Diagnostics,SharedDecisionProvider → MakeDecision,6,0.6499,0.6492,0.6741,0.6262
lsa,PartnershipProvider → Alignment,PartnershipProvider → signoff,6,0.6722,0.7003,0.7003,0.6161
lsa,InfoGive → Diagnostics,Socioemotional/Empathy → AcknowledgeError,6,0.6516,0.6478,0.68,0.6108
lsa,InfoSeek → SchedulingAppt,PartnershipPatient → connection,6,0.6979,0.682,0.7619,0.6573
lsa,InfoGive → Drugs,SharedDecisionPatient → SeekingApproval,6,0.6124,0.6147,0.6186,0.604
lsa,PartnershipPatient → activeParticipation/involvement,Socioemotional/Empathy → Reassurance,6,0.7264,0.7279,0.7356,0.7157
lsa,PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → salutation,6,0.7083,0.7083,0.7083,0.7083
lsa,InfoGive → Generalinformation,InfoSeek → Symptoms,6,0.6783,0.6885,0.7148,0.6315
lsa,InfoGive → carecoordination,InfoSeek → SchedulingAppt,6,0.6308,0.6258,0.6683,0.6101
lsa,InfoGive → carecoordination,PartnershipProvider → Alignment,6,0.6726,0.6824,0.7135,0.6219
lsa,InfoGive → carecoordination,PartnershipPatient → expressOpinions,6,0.6388,0.6248,0.676,0.6156
lsa,PartnershipPatient → Alignment,SharedDecisionProvider → Approval/Reinforcement,6,0.8192,0.783,1.0,0.783
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → expressOpinions,6,0.6994,0.7004,0.7477,0.6502
lsa,InfoGiveSDOH → EconomicStability,InfoGiveSDOH → HealthCareAccessAndQuality,6,0.7026,0.6774,0.7875,0.6429
lsa,PartnershipProvider → Alignment,SharedDecisionPatient → SeekingApproval,6,0.7579,0.7937,0.7937,0.6863
lsa,PartnershipPatient → signoff,PartnershipProvider → salutation,6,1.0,1.0,1.0,1.0
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → SchedulingAppt,5,0.6987,0.7127,0.7673,0.6231
lsa,InfoGive → Generalinformation,Socioemotional/Empathy → AcknowledgeError,5,0.6297,0.6276,0.6842,0.6046
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionPatient → ExploreOptions,4,0.6662,0.6662,0.6732,0.6592
lsa,InfoGive → Instruction,PartnershipPatient → statePreferences,4,0.6168,0.6168,0.6218,0.6119
lsa,InfoGive → Drugs,InfoSeek → Diagnostics,4,0.6526,0.6398,0.7165,0.6142
lsa,PartnershipPatient → activeParticipation/involvement,Socioemotional/Empathy → ExpressConcern/unease,4,0.6763,0.6763,0.7466,0.6059
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → Appreciation/Gratitude,4,0.6183,0.6183,0.6203,0.6163
lsa,InfoSeek → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,4,0.6296,0.6296,0.6582,0.6009
lsa,PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → EncourageQuestions,4,0.7164,0.7176,0.8204,0.6101
lsa,InfoGive → Symptoms,Socioemotional/Empathy → ExpressConcern/unease,4,0.7426,0.7426,0.8764,0.6088
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,4,0.6837,0.6837,0.7334,0.634
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → expressOpinions,4,0.6406,0.6406,0.6552,0.6261
lsa,InfoGive → Diagnostics,PartnershipProvider → checkingUnderstanding/clarification,4,0.618,0.618,0.6271,0.6088
lsa,InfoGive → Diagnostics,Socioemotional/Empathy → Reassurance,4,0.6878,0.6878,0.7619,0.6136
lsa,InfoGive → Generalinformation,InfoSeek → Diagnostics,4,0.689,0.6706,0.7451,0.6697
lsa,InfoGive → carecoordination,InfoSeek → Diagnostics,4,0.7305,0.7305,0.764,0.697
lsa,InfoGive → Diagnostics,Socioemotional/Empathy → ExpressConcern/unease,4,0.6823,0.6823,0.7113,0.6533
lsa,InfoGive → Symptoms,SharedDecisionProvider → ShareOptions,4,0.6058,0.6058,0.611,0.6006
lsa,InfoGive → Symptoms,SharedDecisionProvider → MakeDecision,4,0.6794,0.6794,0.7053,0.6536
lsa,InfoGiveSDOH → EconomicStability,PartnershipPatient → connection,4,0.6844,0.6676,0.7479,0.6546
lsa,PartnershipPatient → salutation,PartnershipPatient → signoff,4,0.7083,0.7083,0.7083,0.7083
lsa,PartnershipProvider → Alignment,Socioemotional/Empathy → PositiveRemarks,4,0.6423,0.6423,0.6744,0.6101
lsa,PartnershipProvider → Alignment,PartnershipProvider → build trust,4,0.6323,0.6323,0.6561,0.6085
lsa,InfoGive → Generalinformation,Socioemotional/Empathy → PositiveRemarks,4,0.7196,0.7196,0.7853,0.6539
lsa,InfoGiveSDOH → EconomicStability,PartnershipPatient → statePreferences,4,0.738,0.7474,0.8253,0.6318
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → Alignment,4,0.6812,0.6812,0.6812,0.6812
lsa,InfoGive → Generalinformation,PartnershipProvider → build trust,4,0.6984,0.6984,0.7346,0.6622
lsa,PartnershipProvider → Alignment,Socioemotional/Empathy → Reassurance,4,0.6493,0.6493,0.6493,0.6493
lsa,PartnershipPatient → Alignment,PartnershipProvider → build trust,4,0.6085,0.6085,0.6085,0.6085
lsa,InfoSeek → carecoordination,PartnershipPatient → activeParticipation/involvement,4,0.713,0.713,0.7501,0.6758
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → inviteCollaboration,4,0.6359,0.6359,0.6574,0.6144
lsa,InfoGive → Prognosis,PartnershipPatient → activeParticipation/involvement,4,0.6163,0.6163,0.6184,0.6142
lsa,InfoGive → Diagnostics,SharedDecisionPatient → ExploreOptions,4,0.6735,0.6735,0.7361,0.6109
lsa,InfoSeek → Diagnostics,SharedDecisionPatient → ExploreOptions,4,0.6256,0.6256,0.6399,0.6113
lsa,InfoGive → Generalinformation,InfoSeek → carecoordination,4,0.6365,0.6365,0.6394,0.6337
lsa,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → activeParticipation/involvement,4,0.6485,0.6485,0.6721,0.625
lsa,PartnershipPatient → connection,PartnershipProvider → maintainCommunication,4,0.906,0.906,0.9646,0.8474
lsa,PartnershipProvider → maintainCommunication,PartnershipProvider → signoff,4,0.652,0.652,0.6731,0.6308
lsa,InfoSeekSDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,4,0.6536,0.6536,0.6769,0.6303
lsa,InfoGive → Drugs,InfoSeek → Symptoms,4,0.6982,0.6982,0.7012,0.6953
lsa,PartnershipPatient → Alignment,PartnershipProvider → inviteCollaboration,4,0.8344,0.8344,0.8882,0.7806
lsa,InfoSeek → Diagnostics,PartnershipPatient → Alignment,4,0.6268,0.6268,0.6268,0.6268
lsa,InfoGive → Diagnostics,InfoSeek → Symptoms,4,0.6537,0.648,0.7086,0.6102
lsa,PartnershipPatient → Alignment,Socioemotional/Empathy → PositiveRemarks,4,0.6744,0.6744,0.6744,0.6744
lsa,PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → SeekingApproval,4,0.6158,0.6158,0.6158,0.6158
lsa,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → connection,3,0.8335,0.7503,1.0,0.7503
lsa,PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → connection,3,1.0,1.0,1.0,1.0
lsa,InfoSeek → SchedulingAppt,PartnershipProvider → inviteCollaboration,3,0.6707,0.6856,0.6856,0.6407
lsa,PartnershipPatient → connection,PartnershipPatient → expressOpinions,3,0.8035,0.8407,0.8407,0.7293
lsa,PartnershipProvider → connection,Socioemotional/Empathy → PositiveRemarks,3,0.7645,0.6468,1.0,0.6468
lsa,InfoGive → Symptoms,PartnershipProvider → Alignment,3,0.718,0.6136,0.9267,0.6136
lsa,InfoGiveSDOH → EconomicStability,PartnershipPatient → activeParticipation/involvement,3,0.6199,0.6112,0.6373,0.6112
lsa,InfoGive → carecoordination,InfoGiveSDOH → EconomicStability,3,0.6871,0.6928,0.7261,0.6425
lsa,InfoGive → carecoordination,InfoSeek → Drugs,3,0.772,0.8398,0.8398,0.6364
lsa,InfoGive → Drugs,PartnershipProvider → checkingUnderstanding/clarification,3,0.7351,0.6027,1.0,0.6027
lsa,InfoGive → Generalinformation,PartnershipPatient → Alignment,3,0.7334,0.7309,0.7383,0.7309
lsa,InfoGive → Generalinformation,SharedDecisionProvider → Approval/Reinforcement,3,0.6895,0.665,0.7383,0.665
lsa,InfoGive → Drugs,PartnershipProvider → inviteCollaboration,3,0.6453,0.6462,0.6785,0.6113
lsa,PartnershipProvider → connection,Socioemotional/Empathy → Sadness/fear,3,0.8087,0.713,1.0,0.713
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → Diagnostics,3,0.6223,0.607,0.6528,0.607
lsa,PartnershipPatient → salutation,PartnershipProvider → Alignment,3,1.0,1.0,1.0,1.0
lsa,PartnershipProvider → connection,PartnershipProvider → salutation,3,0.6287,0.6287,0.6287,0.6287
lsa,PartnershipProvider → inviteCollaboration,SharedDecisionProvider → ShareOptions,2,0.7984,0.7984,0.7984,0.7984
lsa,PartnershipProvider → Alignment,PartnershipProvider → inviteCollaboration,2,0.7101,0.7101,0.7101,0.7101
lsa,InfoGive → Instruction,PartnershipProvider → inviteCollaboration,2,0.6833,0.6833,0.6833,0.6833
lsa,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,2,0.6762,0.6762,0.6762,0.6762
lsa,InfoGive → Generalinformation,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,2,0.7135,0.7135,0.7135,0.7135
lsa,InfoGive → Diagnostics,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,2,0.709,0.709,0.709,0.709
lsa,InfoGive → Generalinformation,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.6624,0.6624,0.6624,0.6624
lsa,InfoGive → Drugs,PartnershipPatient → Appreciation/Gratitude,2,0.653,0.653,0.653,0.653
lsa,InfoGive → Symptoms,PartnershipPatient → statePreferences,2,0.7278,0.7278,0.7393,0.7163
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipProvider → connection,2,0.6539,0.6539,0.6539,0.6539
lsa,InfoSeek → Generalinformation,PartnershipPatient → statePreferences,2,0.9485,0.9485,0.9485,0.9485
lsa,InfoGive → SchedulingAppt,SharedDecisionProvider → ShareOptions,2,0.8165,0.8165,0.8165,0.8165
lsa,InfoGive → SchedulingAppt,Socioemotional/Empathy → Reassurance,2,0.663,0.663,0.663,0.663
lsa,SharedDecisionPatient → SeekingApproval,Socioemotional/Empathy → Reassurance,2,0.603,0.603,0.603,0.603
lsa,InfoGive → Diagnostics,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.7124,0.7124,0.7124,0.7124
lsa,Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → Reassurance,2,0.6039,0.6039,0.6039,0.6039
lsa,InfoSeek → Diagnostics,PartnershipPatient → connection,2,0.6228,0.6228,0.6228,0.6228
lsa,InfoGive → Generalinformation,SharedDecisionProvider → SummarizeConfirmUnderstanding,2,0.6475,0.6475,0.6475,0.6475
lsa,InfoGive → SchedulingAppt,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.6216,0.6216,0.6216,0.6216
lsa,PartnershipPatient → signoff,PartnershipPatient → statePreferences,2,0.611,0.611,0.611,0.611
lsa,PartnershipProvider → maintainCommunication,SharedDecisionProvider → Approval/Reinforcement,2,0.6034,0.6034,0.6034,0.6034
lsa,InfoGive → Symptoms,SharedDecisionProvider → Approval/Reinforcement,2,0.6421,0.6421,0.6421,0.6421
lsa,InfoGive → Symptoms,Socioemotional/Empathy → AcknowledgeError,2,0.8128,0.8128,0.8128,0.8128
lsa,InfoGive → Drugs,Socioemotional/Empathy → Reassurance,2,0.6215,0.6215,0.6215,0.6215
lsa,PartnershipProvider → Alignment,PartnershipProvider → maintainCommunication,2,0.6395,0.6395,0.6395,0.6395
lsa,PartnershipPatient → connection,PartnershipProvider → salutation,2,0.9026,0.9026,0.9026,0.9026
lsa,InfoGiveSDOH → EconomicStability,InfoSeek → Diagnostics,2,0.6356,0.6356,0.6356,0.6356
lsa,SharedDecisionProvider → Approval/Reinforcement,Socioemotional/Empathy → Reassurance,2,0.6201,0.6201,0.6201,0.6201
lsa,InfoSeek → Drugs,SharedDecisionProvider → EncourageQuestions,2,0.6902,0.6902,0.6902,0.6902
lsa,PartnershipPatient → Appreciation/Gratitude,Socioemotional/Empathy → PositiveRemarks,2,0.7503,0.7503,0.7503,0.7503
lsa,InfoGive → Diagnostics,SharedDecisionPatient → SeekingApproval,2,0.6949,0.6949,0.6949,0.6949
lsa,InfoSeek → Diagnostics,InfoSeek → SchedulingAppt,2,0.6169,0.6169,0.6169,0.6169
lsa,InfoGive → Generalinformation,PartnershipPatient → Appreciation/Gratitude,2,0.6076,0.6076,0.6076,0.6076
lsa,InfoGive → SchedulingAppt,PartnershipProvider → inviteCollaboration,2,0.6141,0.6141,0.6141,0.6141
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → connection,2,0.9486,0.9486,0.9486,0.9486
lsa,SharedDecisionPatient → SeekingApproval,Socioemotional/Empathy → ExpressConcern/unease,2,0.7418,0.7418,0.7418,0.7418
lsa,PartnershipPatient → connection,PartnershipPatient → salutation,2,0.9026,0.9026,0.9026,0.9026
lsa,InfoGive → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.7394,0.7394,0.7394,0.7394
lsa,PartnershipPatient → connection,SharedDecisionProvider → Approval/Reinforcement,2,0.7393,0.7393,0.7393,0.7393
lsa,PartnershipPatient → connection,PartnershipProvider → inviteCollaboration,2,0.7041,0.7041,0.7041,0.7041
lsa,PartnershipPatient → statePreferences,PartnershipProvider → connection,2,0.6236,0.6236,0.6236,0.6236
lsa,PartnershipProvider → connection,SharedDecisionPatient → SeekingApproval,2,0.6863,0.6863,0.6863,0.6863
lsa,SharedDecisionPatient → SeekingApproval,SharedDecisionProvider → Approval/Reinforcement,2,0.6914,0.6914,0.6914,0.6914
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,PartnershipPatient → connection,2,0.6816,0.6816,0.6816,0.6816
lsa,InfoSeek → Diagnostics,InfoSeek → Symptoms,2,0.7809,0.7809,0.7809,0.7809
lsa,InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipProvider → build trust,2,0.6435,0.6435,0.6435,0.6435
lsa,InfoGive → Drugs,InfoGive → Instruction,2,0.6771,0.6771,0.6771,0.6771
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → checkingUnderstanding/clarification,2,0.7083,0.7083,0.7083,0.7083
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → Alignment,2,0.6433,0.6433,0.6433,0.6433
lsa,InfoGive → SchedulingAppt,PartnershipProvider → Alignment,2,0.6378,0.6378,0.6378,0.6378
lsa,InfoSeek → Diagnostics,PartnershipProvider → Alignment,2,0.6244,0.6244,0.6244,0.6244
lsa,InfoGive → SchedulingAppt,SharedDecisionProvider → Approval/Reinforcement,2,0.6111,0.6111,0.6111,0.6111
lsa,PartnershipPatient → statePreferences,Socioemotional/Empathy → Reassurance,2,0.6236,0.6236,0.6236,0.6236
lsa,InfoGive → carecoordination,Socioemotional/Empathy → ExpressConcern/unease,2,0.6008,0.6008,0.6008,0.6008
lsa,InfoGiveSDOH → EconomicStability,PartnershipPatient → expressOpinions,2,0.7685,0.7685,0.7685,0.7685
lsa,InfoSeek → Drugs,PartnershipPatient → expressOpinions,2,0.6953,0.6953,0.6953,0.6953
lsa,InfoSeek → Drugs,PartnershipPatient → connection,2,0.6066,0.6066,0.6066,0.6066
lsa,InfoSeek → Drugs,PartnershipProvider → maintainCommunication,2,0.8075,0.8075,0.8075,0.8075
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionProvider → Approval/Reinforcement,2,0.6055,0.6055,0.6055,0.6055
lsa,InfoSeek → carecoordination,SharedDecisionPatient → ExploreOptions,2,0.6183,0.6183,0.6183,0.6183
lsa,PartnershipProvider → maintainCommunication,Socioemotional/Empathy → PositiveRemarks,2,0.6854,0.6854,0.6854,0.6854
lsa,InfoSeek → SchedulingAppt,SharedDecisionPatient → SeekingApproval,2,0.6877,0.6877,0.6877,0.6877
lsa,PartnershipProvider → maintainCommunication,Socioemotional/Empathy → Reassurance,2,0.6918,0.6918,0.6918,0.6918
lsa,InfoSeek → Drugs,Socioemotional/Empathy → AcknowledgeError,2,0.6286,0.6286,0.6286,0.6286
lsa,InfoGive → Symptoms,PartnershipProvider → maintainCommunication,2,0.6074,0.6074,0.6074,0.6074
lsa,SharedDecisionPatient → ApprovalofDecision/Reinforcement,Socioemotional/Empathy → AcknowledgeError,2,0.6784,0.6784,0.6784,0.6784
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → build trust,2,0.8317,0.8317,0.8317,0.8317
lsa,InfoSeek → carecoordination,PartnershipProvider → connection,2,0.7491,0.7491,0.7491,0.7491
lsa,InfoGive → SchedulingAppt,PartnershipProvider → checkingUnderstanding/clarification,2,0.7748,0.7748,0.7748,0.7748
lsa,InfoGive → carecoordination,SharedDecisionProvider → ShareOptions,2,0.8704,0.8704,0.8704,0.8704
lsa,InfoGive → Generalinformation,SharedDecisionProvider → ShareOptions,2,0.6286,0.6286,0.6286,0.6286
lsa,InfoGive → Drugs,Socioemotional/Empathy → ExpressConcern/unease,2,0.633,0.633,0.633,0.633
lsa,PartnershipProvider → build trust,Socioemotional/Empathy → PositiveRemarks,2,0.6267,0.6267,0.6267,0.6267
lsa,PartnershipPatient → Alignment,Socioemotional/Empathy → Reassurance,2,0.7657,0.7657,0.7657,0.7657
lsa,InfoGive → carecoordination,PartnershipPatient → Alignment,2,0.6813,0.6813,0.6813,0.6813
lsa,InfoSeek → Generalinformation,InfoSeek → carecoordination,2,0.6243,0.6243,0.6243,0.6243
