method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.7424
lsa,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,0.7278
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,0.7223
lsa,InfoGive → SchedulingAppt || InfoSeek → Drugs,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,0.7181
lsa,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoGive → Drugs,"My last pill in the cycle is MM/DD/YYYY, MM/DD/YYYY",0.7084
lsa,InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.7011
lsa,InfoGive → SchedulingAppt || InfoSeek → SchedulingAppt,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoSeek → SchedulingAppt,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,0.6951
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,InfoGive → Generalinformation,i will be away on the MM/DD/YYYY,0.6832
lsa,InfoSeek → Generalinformation || PartnershipPatient → statePreferences,InfoSeek → Generalinformation,Please advise,PartnershipPatient → statePreferences,Please expedite,0.9485
lsa,InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoSeek → Generalinformation,Please advise,InfoGive → Generalinformation,please call,0.6617
lsa,InfoSeek → Generalinformation || Socioemotional/Empathy → ExpressConcern/unease,InfoSeek → Generalinformation,Please advise,Socioemotional/Empathy → ExpressConcern/unease,Please forgive my confusion,0.6582
lsa,InfoSeek → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoSeek → Generalinformation,Please advise,PartnershipPatient → activeParticipation/involvement,Please look into it,0.6105
lsa,InfoSeek → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoSeek → Generalinformation,Please advise,PartnershipPatient → activeParticipation/involvement,Please keep me informed,0.605
lsa,InfoSeek → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoSeek → Generalinformation,Please advise,PartnershipPatient → activeParticipation/involvement,Your advice please,0.6013
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thank you very much,PartnershipProvider → Appreciation/Gratitude,Thank you very much,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you very much,PartnershipProvider → signoff,Thank you,0.6379
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you very much,PartnershipPatient → Appreciation/Gratitude,Thank you,0.6379
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you very much,PartnershipPatient → Appreciation/Gratitude,Thank you,0.6379
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you very much,PartnershipProvider → signoff,Thank you,0.6379
lsa,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,Orders have been entered into the Epic system for lab work,InfoGive → Generalinformation,I have been at work daily,0.731
lsa,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoGiveSDOH → HealthCareAccessAndQuality,"I scheduled to see Dr. Person1 on MM/DD/YYYY, at 9:45 in Org2",0.6441
lsa,InfoGive → SchedulingAppt || InfoSeek → Diagnostics,InfoGive → SchedulingAppt,I see Dr  Person1 on,InfoSeek → Diagnostics,Do i need blood work before I see dr Person1 on MM/DD/YYYY?,0.6296
lsa,InfoSeek → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,InfoSeek → SchedulingAppt,Can I go before,PartnershipPatient → activeParticipation/involvement,Where can I go and are u recommending for me,0.6146
lsa,InfoGive → Generalinformation || Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → ExpressConcern/unease,that's why I was concerned,InfoGive → Generalinformation,That's why i asked if was made on the blood draw that was made,0.6791
lsa,PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → Sadness/fear,I'm sorry,0.8762
lsa,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Sorry to bother,PartnershipProvider → connection,Sorry,0.8762
lsa,PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → Sadness/fear,Sorry to hear about the heartburn,0.7468
lsa,PartnershipPatient → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → AcknowledgeError,"OOPS , sorry - my typo",0.7459
lsa,PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → Sadness/fear,Sorry to hear this is happening,0.7448
lsa,PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → Sadness/fear,I am so sorry to hear that,0.7215
lsa,PartnershipPatient → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → AcknowledgeError,I sorry I get confused,0.718
lsa,PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,PartnershipPatient → connection,Sorry to bother,Socioemotional/Empathy → Sadness/fear,I am sorry to hear that this has not recovered,0.6624
lsa,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,Labs have been order,InfoGive → Generalinformation,I have been at work daily,0.6602
lsa,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,when I went to get blood work,InfoSeek → Diagnostics,Do you usually get blood work before restarting?,0.6981
lsa,InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,But they did it without differential?,PartnershipPatient → activeParticipation/involvement,Did they respond back,0.6807
lsa,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,But they did it without differential?,InfoGiveSDOH → HealthCareAccessAndQuality,"I did as they asked, but now they will not approve to fill only a 10 day supply",0.6041
lsa,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,The CBC was done with a manual diff,InfoSeek → Diagnostics,Cbc was left out?,0.6199
lsa,PartnershipProvider → connection || Socioemotional/Empathy → Reassurance,PartnershipProvider → connection,I hope that helps,Socioemotional/Empathy → Reassurance,Hope this helps,0.8066
lsa,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,I hope that helps,PartnershipPatient → connection,I hope this email finds you well,0.6911
lsa,PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,I hope that helps,PartnershipPatient → connection,I hope this message finds you,0.6525
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,Let me know if you have any other questions,0.9734
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,let me know if you have any issues !,0.9202
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,Let me know if you have any issues with it like rashes or diarrhea,0.886
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,Let me know if any issues,0.8283
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,"Any other issues, let me know",0.8096
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,Let me know if any clarification is needed,0.7474
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,let me know if there's any issue!,0.7056
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipProvider → maintainCommunication,"If you have any issues, call or message us",0.6988
lsa,PartnershipPatient → activeParticipation/involvement || SharedDecisionProvider → EncourageQuestions,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",PartnershipPatient → activeParticipation/involvement,let me know if you received it,0.6147
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
lsa,PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
lsa,PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks!,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → Appreciation/Gratitude,thanks,1.0
lsa,PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks !,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipPatient → signoff,Thanks,1.0
lsa,InfoGive → Drugs || InfoGive → Generalinformation,InfoGive → Generalinformation,I am all set,InfoGive → Drugs,Am all out,0.7722
lsa,InfoGive → Generalinformation || PartnershipProvider → connection,InfoGive → Generalinformation,I am all set,PartnershipProvider → connection,You  should be all set.,0.6572
lsa,InfoGive → Generalinformation || PartnershipProvider → Alignment,InfoGive → Generalinformation,I am all set,PartnershipProvider → Alignment,You should be all set,0.6572
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → Generalinformation,I am all set,InfoGive → SchedulingAppt,All set for MM/DD/YYYY,0.6236
lsa,InfoGive → Drugs || InfoGive → Generalinformation,InfoGive → Generalinformation,I am all set,InfoGive → Drugs,Am all out of this and others,0.6129
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,have a good day,PartnershipPatient → signoff,Have a good day.,1.0
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,have a good day,PartnershipPatient → signoff,Have a nice day!,0.6417
lsa,PartnershipPatient → connection || PartnershipPatient → statePreferences,PartnershipPatient → connection,have a good day,PartnershipPatient → statePreferences,"Earlier that day, perhaps?",0.611
lsa,PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipProvider → Alignment,Great!,0.7353
lsa,PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipPatient → Alignment,Great,0.7353
lsa,PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Have a great day too!,PartnershipPatient → Alignment,Great,0.7353
lsa,InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,You were going to check with the pharmacist,InfoGive → carecoordination,She instructed me to check with you,0.6309
lsa,InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Did they respond back,InfoGive → Diagnostics,But they did it without differential?,0.6807
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you!,1.0
lsa,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.8946
lsa,InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGive → Drugs,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",0.8547
lsa,InfoGive → Diagnostics || PartnershipPatient → statePreferences,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.8331
lsa,InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoSeek → SchedulingAppt,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,0.8307
lsa,InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGive → Drugs,"My last pill in the cycle is MM/DD/YYYY, MM/DD/YYYY",0.8146
lsa,InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoSeek → SchedulingAppt,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,0.807
lsa,InfoGive → Diagnostics || InfoGiveSDOH → EconomicStability,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGiveSDOH → EconomicStability,I put you off work from MM/DD/YYYY to MM/DD/YYYY,0.7883
lsa,InfoGive → Diagnostics || PartnershipPatient → expressOpinions,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,PartnershipPatient → expressOpinions,hopefully first thing MM/DD/YYYY morning,0.7678
lsa,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,0.763
lsa,InfoGive → Generalinformation || InfoGive → Symptoms,InfoGive → Generalinformation,Started week three,InfoGive → Symptoms,Another unproductive week of using the leg massage machine,0.6138
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,"Thank you,",PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipProvider → signoff,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,"Thank you,",PartnershipPatient → Appreciation/Gratitude,Thank you!,1.0
lsa,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → SchedulingAppt,I am already scheduled to meet with Dr  Person2 on the MM/DD/YYYY @10:30,0.7068
lsa,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,Confirmed with Dr. Person2,0.7015
lsa,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,Checked with Dr Person2,0.6972
lsa,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,The schedulers were checking with Dr Person2 on MM/DD/YYYY,0.6899
lsa,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,I discussed with Dr Person2,0.6188
lsa,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,I discussed with Dr Person2,0.6188
lsa,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",InfoGive → carecoordination,Yes reviewed with Dr Person2,0.6098
lsa,InfoGive → Generalinformation || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,InfoGive → Generalinformation,Unfortunately  we do not have control over visitor restrictions in the hospital,0.7219
lsa,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,InfoGive → Diagnostics,We do not have  a comparison for the CEA,0.699
lsa,InfoGive → SchedulingAppt || SharedDecisionProvider → ShareOptions,InfoGive → SchedulingAppt,we can give you a flu vaccine next time you come,SharedDecisionProvider → ShareOptions,we can definitely give you some time to heal first,0.8165
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipPatient → signoff,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
lsa,InfoGive → SchedulingAppt || InfoSeek → SchedulingAppt,InfoSeek → SchedulingAppt,If so I can ask my Primary if I can get it when I see her,InfoGive → SchedulingAppt,I can see if we can get you rescheduled,0.652
lsa,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → Diagnostics,Iwas scheduled for a cat scan and bone scan through the VA A few weeks ago,0.7311
lsa,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → Diagnostics,"CAT scan for chest, abdomen, pelvic",0.7284
lsa,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,InfoGive → SchedulingAppt,"I had to cancel my appointments for a cat scan and bone scan  Scheduled for this MM/DD/YYYY, MM/DD/YYYY",0.6001
lsa,InfoGive → Symptoms || Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → ExpressConcern/unease,am a little nervous now,InfoGive → Symptoms,I am a little bruised,0.8764
lsa,PartnershipProvider → Alignment || Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → ExpressConcern/unease,am a little nervous now,PartnershipProvider → Alignment,I remember now,0.6649
lsa,InfoGive → Generalinformation || PartnershipPatient → expressOpinions,InfoGive → Generalinformation,My youngest son has MS,PartnershipPatient → expressOpinions,So it has traveled to my femurs,0.6827
lsa,InfoGive → Generalinformation || PartnershipProvider → connection,InfoGive → Generalinformation,My youngest son has MS,PartnershipProvider → connection,My pleasure!,0.6507
lsa,InfoGive → Generalinformation || PartnershipPatient → connection,InfoGive → Generalinformation,My youngest son has MS,PartnershipPatient → connection,my friends,0.6507
lsa,InfoGive → Generalinformation || Socioemotional/Empathy → AcknowledgeError,InfoGive → Generalinformation,My youngest son has MS,Socioemotional/Empathy → AcknowledgeError,My mistake,0.6276
lsa,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,He just had an Ocrevus infusion,InfoGive → SchedulingAppt,had an appt w,0.6751
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks!,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks,PartnershipPatient → Appreciation/Gratitude,thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks !,1.0
lsa,InfoGive → Drugs || InfoGive → carecoordination,InfoGive → Drugs,Ok for you to get the vaccine,InfoGive → carecoordination,Once we get the ok to remove it,0.6196
lsa,PartnershipPatient → connection || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,"It should be safe, hospital is taking every precaution to keep the environment safe,",PartnershipPatient → connection,Be safe,0.7013
lsa,InfoGive → SchedulingAppt || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,"It should be safe, hospital is taking every precaution to keep the environment safe,",InfoGive → SchedulingAppt,I believe it should be 9am,0.663
lsa,SharedDecisionPatient → SeekingApproval || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,"It should be safe, hospital is taking every precaution to keep the environment safe,",SharedDecisionPatient → SeekingApproval,Should I be?,0.603
lsa,PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → Alignment,Great,0.7974
lsa,PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → Alignment,Great,0.7974
lsa,PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipProvider → Alignment,Great!,0.7974
lsa,PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Have a great weekend.,PartnershipPatient → Alignment,Ok great,0.6075
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipPatient → signoff,thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipPatient → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipPatient → signoff,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you!,PartnershipProvider → signoff,Thank you,1.0
lsa,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,0.6091
lsa,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,0.6091
lsa,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,0.6091
lsa,PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipProvider → Alignment,I was happy,PartnershipPatient → connection,Happy Holidays,0.8263
lsa,PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → Alignment,I was happy,PartnershipProvider → connection,Happy Easter,0.81
lsa,PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipProvider → Alignment,I was happy,PartnershipPatient → connection,Happy Thanksgiving,0.7512
lsa,PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipProvider → Alignment,I was happy,PartnershipPatient → connection,Happy Thanksgiving,0.7512
lsa,PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → Alignment,I was happy,PartnershipProvider → connection,be happy to,0.6665
lsa,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,this was trending down.,InfoGive → carecoordination,this was faxed,0.7841
