pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
InfoGive → Drugs || PartnershipProvider → checkingUnderstanding/clarification,InfoGive → Drugs,The official recommendations are 6 months after the second dose,PartnershipProvider → checkingUnderstanding/clarification,The official recommendations are 6 months after the second dose,1.0
InfoGive → carecoordination || SharedDecisionProvider → ShareOptions,SharedDecisionProvider → ShareOptions,"But he would advise the third shot now, and would recommend Pfizer or Moderna instead of J/J for the booster",InfoGive → carecoordination,But he would advise the third shot now,0.6601
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy New Year!,PartnershipProvider → connection,Have a happy healthy new year,0.6444
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,It is XXX-XXX-XXXX,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,0.7129
PartnershipPatient → connection || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will see you next week,PartnershipPatient → connection,See you next week,0.8662
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.6066
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.6066
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.6066
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.6066
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipPatient → salutation,Good evening,PartnershipProvider → connection,Try to have a good evening,0.6066
InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I holding off starting the 2nd cycle of Ibrance?,InfoGive → Drugs,I finished the 2nd cycle of ibrance last MM/DD/YYYY,0.6295
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,"You can send it to me in here or email, address@email.com",InfoGive → carecoordination,Her email address is: address@email.com,0.6701
InfoSeek → Diagnostics || PartnershipPatient → connection,PartnershipPatient → connection,"No rush, at your convenience",InfoSeek → Diagnostics,Let me know results at your convenience,0.6052
InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoGive → Generalinformation,I received it,InfoSeek → Generalinformation,Sony know if Person1 has received it?,0.6228
PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Great!,PartnershipProvider → Alignment,Great!,1.0
PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Great!,PartnershipPatient → Alignment,Great,1.0
PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipProvider → connection,Great!,PartnershipPatient → Alignment,Ok great,0.774
InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,InfoGive → Drugs,I finished the 2nd cycle of ibrance last MM/DD/YYYY,PartnershipPatient → activeParticipation/involvement,I holding off starting the 2nd cycle of Ibrance?,0.6295
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipPatient → salutation,Good evening,PartnershipProvider → connection,Try to have a good evening,0.6066
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
InfoGive → Drugs || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,InfoGive → Drugs,take care of these prescriptions,0.6254
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → connection,PartnershipPatient → connection,I was just wondering,PartnershipPatient → activeParticipation/involvement,I was just wondering if she had followed up on that,0.603
PartnershipProvider → connection || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,Hope this helps,PartnershipProvider → connection,I hope this helps!,1.0
InfoSeek → Symptoms || Socioemotional/Empathy → PositiveRemarks,InfoSeek → Symptoms,Are you feeling better today?,Socioemotional/Empathy → PositiveRemarks,Glad your feeling better,0.6308
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
InfoSeek → Symptoms || Socioemotional/Empathy → PositiveRemarks,Socioemotional/Empathy → PositiveRemarks,Glad your feeling better,InfoSeek → Symptoms,Are you feeling better today?,0.6308
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy Thanksgiving,PartnershipProvider → connection,Happy Thanksgiving to you as well.,0.7164
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,"Can u call it into Org, Location please",InfoGiveSDOH → HealthCareAccessAndQuality,Please call it into Org1 in Location,0.6228
InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Is there anyway I could be allowed to go in I had my Covid shots,InfoGive → Drugs,I had my Covid shots,0.6582
InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,InfoGive → Drugs,I had my Covid shots,PartnershipPatient → activeParticipation/involvement,Is there anyway I could be allowed to go in I had my Covid shots,0.6582
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
InfoGive → Drugs || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,InfoGive → Drugs,take care of these prescriptions,0.6254
InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeekSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,Please call it into Org1 in Location,InfoSeekSDOH → HealthCareAccessAndQuality,"Can u call it into Org, Location please",0.6228
InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,InfoGive → carecoordination,let me reach out to Dr  Person1,PartnershipPatient → activeParticipation/involvement,I wanted to reach out to Dr. Person1,0.7757
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → connection,PartnershipPatient → activeParticipation/involvement,I was just wondering if she had followed up on that,PartnershipPatient → connection,I was just wondering,0.603
InfoGive → Instruction || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Instruction,so  you should be able to call tomorrow,InfoGiveSDOH → HealthCareAccessAndQuality,so you should just be able to call the pharmacy or request via phone,0.6113
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,See you in July!,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,0.7428
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you in July!,PartnershipProvider → signoff,otherw ise see you,0.6981
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you in July!,PartnershipProvider → signoff,See you,0.6981
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you in July!,0.7428
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you soon in MM/DD/YYYY,0.6958
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you MM/DD/YYYY,0.6123
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you MM/DD/YYYY,0.6123
InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",0.7847
InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,InfoGive → SchedulingAppt,I believe it should be 9am,0.6165
InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",0.7847
PartnershipPatient → salutation || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Is that okay?,PartnershipPatient → salutation,Okay,0.6276
PartnershipProvider → Alignment || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Is that okay?,PartnershipProvider → Alignment,Okay,0.6276
PartnershipProvider → Alignment || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Is that okay?,PartnershipProvider → Alignment,Okay,0.6276
InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,do yo need a refill for the dexamethasone?,InfoGive → Drugs,I need a refill for the above,0.6196
PartnershipProvider → connection || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,I'm sorry,PartnershipProvider → connection,Sorry,1.0
Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,I'm sorry,Socioemotional/Empathy → AcknowledgeError,"OOPS , sorry - my typo",0.8665
Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,I'm sorry,Socioemotional/Empathy → AcknowledgeError,I sorry I get confused,0.8038
InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → carecoordination,The schedulers were checking with Dr Person2 on MM/DD/YYYY,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",0.6174
InfoGive → Instruction || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,so you should just be able to call the pharmacy or request via phone,InfoGive → Instruction,so  you should be able to call tomorrow,0.6113
PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipPatient → Alignment,Great,PartnershipProvider → connection,Great!,1.0
InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,please call XXX-XXX-XXXX to get everything rescheduled,InfoGive → Instruction,Please call #XXX-XXX-XXXX to reschedule,0.7733
InfoGive → Drugs || PartnershipProvider → maintainCommunication,InfoGive → Drugs,refill has been sent in,PartnershipProvider → maintainCommunication,Prescription has been sent in,0.8667
InfoGive → Generalinformation || Socioemotional/Empathy → Reassurance,InfoGive → Generalinformation,"No, no and no!",Socioemotional/Empathy → Reassurance,no worries,0.8802
PartnershipPatient → signoff || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → signoff,Thank you,1.0
PartnershipPatient → signoff || PartnershipProvider → salutation,PartnershipProvider → salutation,Thank you,PartnershipPatient → signoff,thank you,1.0
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,please let me know you received this,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6349
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,please let me know you received this,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6349
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,please let me know you received this,PartnershipPatient → activeParticipation/involvement,Please let me know!!,0.6349
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,please let me know you received this,PartnershipPatient → activeParticipation/involvement,Please let me know,0.6349
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,I hope you well,PartnershipProvider → connection,Hope you are well!,0.6859
PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → Alignment,Great!,PartnershipProvider → connection,Great!,1.0
PartnershipProvider → inviteCollaboration || PartnershipProvider → maintainCommunication,PartnershipProvider → inviteCollaboration,lets see what he advises,PartnershipProvider → maintainCommunication,lets see what Dr.  Person2 thinks,0.7635
PartnershipProvider → inviteCollaboration || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,lets see what Dr.  Person2 thinks,PartnershipProvider → inviteCollaboration,lets see what he advises,0.7635
InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Please call #XXX-XXX-XXXX to schedule,InfoGive → Instruction,Please call #XXX-XXX-XXXX to reschedule,0.8499
PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipProvider → Alignment,Perfect!,PartnershipPatient → connection,Perfect,1.0
Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,I am so sorry to hear that,Socioemotional/Empathy → AcknowledgeError,I am SO sorry,0.6907
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,InfoGive → Generalinformation,Their number is #XXX-XXX-XXXX,0.7732
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,InfoGive → Generalinformation,Their number is XXX-XXX-XXXX,0.7732
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,InfoGive → Generalinformation,Their phone number is XXX-XXX-XXXX,0.7394
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,InfoGive → Generalinformation,It is XXX-XXX-XXXX,0.7129
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Could you confirm?,PartnershipPatient → Alignment,Can you confirm,0.6535
InfoGive → Generalinformation || Socioemotional/Empathy → PositiveRemarks,Socioemotional/Empathy → PositiveRemarks,Good pick up!,InfoGive → Generalinformation,Will pick up some olives today,0.7269
InfoGive → Generalinformation || Socioemotional/Empathy → ExpressConcern/unease,Socioemotional/Empathy → ExpressConcern/unease,i Still not sure,InfoGive → Generalinformation,I not sure,0.6977
PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry for the confusion,PartnershipProvider → connection,Sorry for the delay!,0.613
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,Have a nice weekend,PartnershipPatient → signoff,Have a nice day!,0.6635
PartnershipProvider → connection || Socioemotional/Empathy → PositiveRemarks,Socioemotional/Empathy → PositiveRemarks,Good news!,PartnershipProvider → connection,good news,1.0
PartnershipPatient → Appreciation/Gratitude || Socioemotional/Empathy → PositiveRemarks,Socioemotional/Empathy → PositiveRemarks,Good news!,PartnershipPatient → Appreciation/Gratitude,Thank you for this good news,0.687
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Best to you,PartnershipProvider → signoff,Best to you,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Best to you,PartnershipProvider → signoff,Cares to you,0.6066
InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,I had blood work done at the Org2,InfoGive → Diagnostics,I had blood work done,0.738
InfoGive → Generalinformation || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Generalinformation,I not sure,Socioemotional/Empathy → ExpressConcern/unease,i Still not sure,0.6977
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → Appreciation/Gratitude,Thanks,PartnershipProvider → signoff,Thanks,1.0
PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Cares to you,PartnershipProvider → connection,Best to you,0.6066
InfoGive → SchedulingAppt || InfoSeek → SchedulingAppt,InfoSeek → SchedulingAppt,Can we reschedule my appointment with Dr. Person1?,InfoGive → SchedulingAppt,Please reschedule my appointment with Dr. Person3,0.7748
InfoGive → SchedulingAppt || InfoSeek → SchedulingAppt,InfoGive → SchedulingAppt,Please reschedule my appointment with Dr. Person3,InfoSeek → SchedulingAppt,Can we reschedule my appointment with Dr. Person1?,0.7748
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will keep you posted,PartnershipPatient → activeParticipation/involvement,I keep you posted,0.8722
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,Have a nice weekend,PartnershipPatient → signoff,Have a nice day!,0.6635
PartnershipPatient → Alignment || PartnershipPatient → connection,PartnershipPatient → Alignment,Perfect!,PartnershipPatient → connection,Perfect,1.0
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will keep you posted,PartnershipPatient → activeParticipation/involvement,I keep you posted,0.8722
PartnershipProvider → Alignment || SharedDecisionPatient → SeekingApproval,PartnershipProvider → Alignment,Okay,SharedDecisionPatient → SeekingApproval,Is that okay?,0.6276
InfoGive → Generalinformation || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,no worries,InfoGive → Generalinformation,"No, no and no!",0.8802
PartnershipProvider → inviteCollaboration || SharedDecisionProvider → Approval/Reinforcement,PartnershipProvider → inviteCollaboration,"MM/DD/YYYY, is that good ?",SharedDecisionProvider → Approval/Reinforcement,MM/DD/YYYY is good!,0.7199
PartnershipPatient → Alignment || PartnershipProvider → inviteCollaboration,PartnershipProvider → inviteCollaboration,"MM/DD/YYYY, is that good ?",PartnershipPatient → Alignment,MM/DD/YYYY is good,0.7199
PartnershipPatient → Alignment || PartnershipProvider → inviteCollaboration,PartnershipPatient → Alignment,MM/DD/YYYY is good,PartnershipProvider → inviteCollaboration,"MM/DD/YYYY, is that good ?",0.7199
PartnershipProvider → Alignment || SharedDecisionPatient → SeekingApproval,PartnershipProvider → Alignment,Okay,SharedDecisionPatient → SeekingApproval,Is that okay?,0.6276
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,I keep you posted,PartnershipProvider → maintainCommunication,I will keep you posted,0.8722
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,I keep you posted,PartnershipProvider → maintainCommunication,I will keep you posted,0.8722
InfoGive → Symptoms || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,i Eating and sleeping well,InfoGive → Symptoms,"I hope so because I feel great; sleeping well, eating (too) well",0.6585
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you soon!,PartnershipProvider → signoff,See you,0.6085
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you soon!,PartnershipProvider → signoff,otherw ise see you,0.6085
InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,I had blood work done,InfoGiveSDOH → HealthCareAccessAndQuality,I had blood work done at the Org2,0.738
PartnershipPatient → connection || PartnershipPatient → statePreferences,PartnershipPatient → connection,Happy MM/DD/YYYY!,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.6713
InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → Generalinformation,I am booked all day MM/DD/YYYY,InfoGive → SchedulingAppt,On you CTSIM day MM/DD/YYYY at  10am,0.6236
InfoGive → Generalinformation || Socioemotional/Empathy → PositiveRemarks,InfoGive → Generalinformation,Will pick up some olives today,Socioemotional/Empathy → PositiveRemarks,Good pick up!,0.7269
PartnershipPatient → Alignment || PartnershipProvider → connection,PartnershipPatient → Alignment,Great,PartnershipProvider → connection,Great!,1.0
PartnershipPatient → salutation || PartnershipProvider → Alignment,PartnershipPatient → salutation,Okay,PartnershipProvider → Alignment,Okay,1.0
PartnershipPatient → salutation || PartnershipProvider → Alignment,PartnershipPatient → salutation,Okay,PartnershipProvider → Alignment,Okay,1.0
PartnershipPatient → salutation || SharedDecisionPatient → SeekingApproval,PartnershipPatient → salutation,Okay,SharedDecisionPatient → SeekingApproval,Is that okay?,0.6276
PartnershipPatient → connection || PartnershipProvider → maintainCommunication,PartnershipPatient → connection,See you next week,PartnershipProvider → maintainCommunication,I will see you next week,0.8662
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Merry Christmas and a Happy and Healthy New Year!,PartnershipProvider → connection,Merry Christmas and Happy and healthy new year to you and your family,0.8435
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Merry Christmas and Happy and healthy new year to you and your family,PartnershipPatient → connection,Merry Christmas and a Healthy and Happy New Year to you and your family,0.8887
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Merry Christmas and Happy and healthy new year to you and your family,PartnershipPatient → connection,Merry Christmas and a Happy and Healthy New Year!,0.8435
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Hope all is well with you and your family,PartnershipProvider → connection,I hope all is well,0.6663
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,Please let me know,PartnershipProvider → maintainCommunication,"If not, please let  me know",0.8099
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Could you please let me know results,0.6655
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,hope you well!,PartnershipPatient → connection,I hope you well,1.0
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,See you MM/DD/YYYY,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,0.6123
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Merry Christmas and a Healthy and Happy New Year to you and your family,PartnershipProvider → connection,Merry Christmas and Happy and healthy new year to you and your family,0.8887
PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → Alignment,You should be all set,PartnershipProvider → connection,You  should be all set.,1.0
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a happy healthy new year,PartnershipPatient → connection,Happy New Year!,0.6444
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Have a happy healthy new year,PartnershipPatient → connection,happy new year,0.6444
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,See you soon in MM/DD/YYYY,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,0.6958
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Take care,PartnershipProvider → connection,Take care,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Take care,PartnershipProvider → connection,Take care,1.0
PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipPatient → signoff,Take care,PartnershipProvider → connection,Take care,1.0
InfoGive → Drugs || PartnershipPatient → signoff,PartnershipPatient → signoff,Take care,InfoGive → Drugs,take care of these prescriptions,0.6254
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Hope you are doing well,PartnershipProvider → connection,Hope you are well!,0.7295
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,I hope all is well,PartnershipPatient → connection,Hope all is well with you and your family!,0.6663
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,I hope all is well,PartnershipPatient → connection,Hope all is well with you and your family,0.6663
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,I hope all is well,PartnershipPatient → connection,Hope all is well with you and your family,0.6663
PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,See you MM/DD/YYYY,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,0.6123
PartnershipPatient → expressOpinions || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,I have a choice tomorrow for Moderna or Johnson and Johnson,PartnershipPatient → expressOpinions,I was thinking of Johnson and Johnson but not sure,0.603
InfoGive → Symptoms || SharedDecisionProvider → MakeDecision,SharedDecisionProvider → MakeDecision,the preference is yours,InfoGive → Symptoms,The coughing is subsiding also.,0.6613
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Happy Easter,PartnershipPatient → connection,Happy Easter to you and Dr. Person2,0.6576
