phrase_text,phrase_type,label,doc_cofreq,pmi
Org1 orthopedics,NP,General_information,1,2.585
the physical therapist,NP,General_information,1,2.585
Location,NP,General_information,1,2.585
in Location,PP,General_information,1,2.585
would take over,VP,Drugs,2,2.585
on I,PP,Drugs,1,2.585
my other meds,NP,Drugs,1,2.585
being,VP,Drugs,1,1.585
a reason,NP,Diagnostics,1,2.585
am doing,VP,Symptoms,1,2.585
checked,VP,Care_Coordination,1,1.585
Person2 messages,NP,Care_Coordination,1,2.585
through Person2 messages,PP,Care_Coordination,1,2.585
result,VP,Diagnostics,1,2.585
Other symptoms,NP,Symptoms,1,2.585
interrupted,VP,Symptoms,1,2.585
quite,ADVP,Symptoms,1,2.585
napping,VP,Symptoms,1,2.585
anxiety attacks,NP,Symptoms,1,2.585
recently,ADVP,Symptoms,1,2.585
affects,VP,Symptoms,2,2.585
both my reading,NP,Symptoms,2,2.585
very,ADVP,Symptoms,3,1.848
see,VP,Diagnostics,1,-0.415
have tried,VP,Drugs,1,2.585
ibuprofen,NP,Drugs,1,2.585
tried,VP,Drugs,1,2.585
Gabapentin,NP,Drugs,1,2.585
Could you please make,VP,Care_Coordination,1,2.585
for me,PP,Care_Coordination,1,0.585
case,NP,Scheduling_appt,1,2.585
coming in,VP,Scheduling_appt,1,2.585
to ask,VP,Scheduling_appt,1,0.0
in case,PP,Scheduling_appt,1,2.585
forget,VP,Scheduling_appt,1,2.585
another name,NP,Drugs,1,2.585
for that,PP,Drugs,1,2.585
Is,VP,Drugs,1,0.263
can call,VP,Scheduling_appt,1,2.585
the office,NP,Scheduling_appt,1,2.585
toast,NP,Symptoms,1,2.585
will bother,VP,Symptoms,1,2.585
can have,VP,Symptoms,1,2.585
in COVID cases,PP,General_information,1,2.585
in LOCATION,PP,General_information,1,1.585
COVID cases,NP,General_information,1,2.585
on the news,PP,General_information,1,2.585
heard,VP,General_information,1,2.585
the news,NP,General_information,1,2.585
the spike,NP,General_information,1,2.585
about the spike,PP,General_information,1,2.585
my visit,NP,Diagnostics,1,2.585
of my visit,PP,Diagnostics,1,2.585
part,NP,Diagnostics,1,2.585
as part,PP,Diagnostics,1,2.585
would take,VP,Drugs,1,2.585
to  change,VP,Scheduling_appt,1,2.585
our schedulers,NP,Scheduling_appt,1,2.585
have asked,VP,Scheduling_appt,1,1.585
will be finishing my week off,VP,Scheduling_appt,1,2.585
are,VP,Scheduling_appt,1,-0.415
MM/DD/YYYY ( MM/DD/YYYY,NP,Scheduling_appt,1,2.585
on MM/DD/YYYY ( MM/DD/YYYY,PP,Scheduling_appt,1,2.585
my labs,NP,Scheduling_appt,1,2.585
know,VP,Care_Coordination,1,0.585
have sent,VP,Care_Coordination,1,2.585
us,NP,Care_Coordination,1,2.585
them,NP,Care_Coordination,1,-0.415
a message,NP,Care_Coordination,1,2.585
may not be,VP,General_information,1,2.585
hope,VP,General_information,1,2.585
signs,VP,General_information,1,2.585
until MM/DD/YYYY,PP,General_information,1,2.585
it MM/DD/YYYY,NP,General_information,1,2.585
are,VP,Symptoms,1,-0.415
My nails,NP,Symptoms,1,2.585
the physician,NP,Diagnostics,1,2.585
The CT chest,NP,Diagnostics,1,2.585
has been resulted,VP,Diagnostics,1,2.585
to view,VP,Diagnostics,1,2.585
should see,VP,Diagnostics,1,2.585
on My Chart,PP,Diagnostics,1,2.585
has released,VP,Diagnostics,1,2.585
ou,NP,Diagnostics,1,2.585
a Bone Density Test,NP,Diagnostics,1,2.585
any other labs,NP,Diagnostics,1,2.585
to a Bone Density Test,PP,Diagnostics,1,2.585
are you referring,VP,Diagnostics,1,2.585
Were,VP,Diagnostics,1,2.585
wanted,VP,Diagnostics,1,1.0
we,NP,Care_Coordination,1,-1.1155
the ok,NP,Care_Coordination,1,2.585
to remove,VP,Care_Coordination,1,2.585
only,ADVP,General_information,1,1.585
given,VP,General_information,1,1.585
Also,ADVP,General_information,1,0.263
were,VP,General_information,1,1.0
only one page,NP,General_information,1,2.585
had,VP,Symptoms,1,-0.415
The consensus,NP,Symptoms,1,2.585
asthma attacks,NP,Symptoms,1,2.585
to Org2,VP,Drugs,1,2.585
in Org2,PP,Drugs,1,2.585
could send,VP,Drugs,1,2.585
for my Oxycodone,PP,Drugs,1,2.585
my Oxycodone,NP,Drugs,1,2.585
my vital,NP,Diagnostics,1,2.585
the last blood,NP,Diagnostics,1,2.585
on the last blood,PP,Diagnostics,1,2.585
He,NP,Scheduling_appt,1,-0.415
definitely,ADVP,Scheduling_appt,1,2.585
30 tablets,NP,Drugs,1,2.585
how many a day,NP,Drugs,1,2.585
muscle pain,NP,Symptoms,1,2.585
my shoulder blade area,NP,Symptoms,1,2.585
in my shoulder blade area,PP,Symptoms,1,2.585
what,NP,Symptoms,1,0.263
like muscle pain,PP,Symptoms,1,2.585
away,ADVP,Scheduling_appt,1,2.585
my MM/DD/YYYY appointment,NP,Scheduling_appt,1,2.585
Can i change,VP,Scheduling_appt,1,2.585
to the MM/DD/YYYY,PP,Scheduling_appt,1,2.585
on the MM/DD/YYYY,PP,Scheduling_appt,1,2.585
the MM/DD/YYYY,NP,Scheduling_appt,1,2.585
my thumbnail,NP,Symptoms,1,2.585
sometimes,ADVP,Symptoms,1,1.0
to ask,VP,Symptoms,1,0.0
leaking,VP,Symptoms,1,2.585
about my thumbnail,PP,Symptoms,1,2.585
leaking puss,NP,Symptoms,1,2.585
big toe,NP,Symptoms,1,2.585
Dr. Person2,NP,Symptoms,1,-0.415
Thanks Person2,NP,Care_Coordination,1,2.585
The PT referral,NP,Care_Coordination,1,2.585
placed,VP,Care_Coordination,1,2.585
