pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
InfoGive → carecoordination || InfoSeek → carecoordination,InfoSeek → carecoordination,Do you have a fax number for Dr Person2 and I can fax the report over to him,InfoGive → carecoordination,"Dr Person1, I sent your message on to Dr  Person2",0.6329
InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → Generalinformation,"Unfortunately, since Person3 doesn't use the same system we do, images cannot be shared",InfoGive → SchedulingAppt,I've set up Person3's other,0.6071
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,Their number is #XXX-XXX-XXXX,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,0.6921
InfoGive → Generalinformation || InfoGive → Instruction,InfoGive → Generalinformation,Their number is #XXX-XXX-XXXX,InfoGive → Instruction,feel free to call them at XXX-XXX-XXXX,0.6753
InfoGive → Symptoms || PartnershipPatient → expressOpinions,InfoGive → Symptoms,"In addition to the bruising, I probably have 20+ hematoma under the skin",PartnershipPatient → expressOpinions,"In addition to the bruising, I probably have 20+ hematoma under the skin",1.0
InfoGive → Symptoms || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Symptoms,This is both uncomfortable and painful.,Socioemotional/Empathy → ExpressConcern/unease,That may sound stupid but the pain makes me worry,0.6105
InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoGive → Generalinformation,Here is the fax number,InfoSeek → Generalinformation,Could you please confirm your fax number,0.7609
InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoGive → Generalinformation,Here is the fax number,InfoSeek → Generalinformation,Is there a  fax/phone number/person /dept,0.6921
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,Here is the fax number,InfoGive → carecoordination,He was going to fax you and I gave him your fax number,0.6477
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,Here is the fax number,InfoGive → carecoordination,I faxed the paperwork,0.6399
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,Here is the fax number,InfoGive → carecoordination,this was faxed,0.6251
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,Here is the fax number,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,0.6155
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → carecoordination,please have them send it to us at,InfoGive → Generalinformation,"You can send it to me in here or email, address@email.com",0.6705
InfoGive → Instruction || InfoGive → carecoordination,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,InfoGive → carecoordination,"Could you please send the pet scan report to Person1 , doctor Person2 assistant",0.818
InfoGive → Instruction || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,InfoGiveSDOH → HealthCareAccessAndQuality,sent an order for a new PET scan,0.7722
InfoGive → Instruction || InfoSeek → Drugs,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,InfoSeek → Drugs,Do you know the reasoning you had this PET scan does and which doctor ordered it?,0.7452
InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,InfoGive → SchedulingAppt,let them know that you have a prescription for a PET scan,0.7348
InfoGive → Instruction || InfoGive → carecoordination,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,InfoGive → carecoordination,They have asked if we can send the PET report and scans to them beforehand,0.7236
InfoGive → Instruction || SharedDecisionPatient → ExploreOptions,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,SharedDecisionPatient → ExploreOptions,Should we bring forward the PET scans planned for MM/DD/YYYY or defer them until after the treatment has ended?,0.6827
InfoGive → Instruction || PartnershipPatient → activeParticipation/involvement,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,PartnershipPatient → activeParticipation/involvement,Could you please cancel my PET and CT scans ordered by Dr. Person2 for this week,0.6394
InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,InfoGive → Diagnostics,"CAT scan for chest, abdomen, pelvic",0.6071
InfoGive → Instruction || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Instruction,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,InfoGiveSDOH → HealthCareAccessAndQuality,I am due to have a cat scan and a bone scan at,0.6039
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
InfoGive → carecoordination || InfoSeek → carecoordination,InfoGive → carecoordination,report from MM/DD/YYYY faxed to Dr  Person2 office,InfoSeek → carecoordination,Do you have a fax number for Dr Person2 and I can fax the report over to him,0.8192
PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please confirm,PartnershipPatient → Alignment,Can you confirm,0.6544
InfoGive → Generalinformation || InfoGiveSDOH → EconomicStability,InfoGive → Generalinformation,I have been at work daily,InfoGiveSDOH → EconomicStability,I am working,0.6644
InfoGive → carecoordination || InfoSeek → Generalinformation,InfoGive → carecoordination,He was going to fax you and I gave him your fax number,InfoSeek → Generalinformation,Could you please confirm your fax number,0.6448
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Drugs,I will place orders in,InfoGive → Diagnostics,we can put the orders in,0.7891
InfoGive → Drugs || InfoSeek → Diagnostics,InfoGive → Drugs,I will place orders in,InfoSeek → Diagnostics,Do you want me to put in those orders?,0.6717
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Drugs,I will place orders in,InfoGive → Diagnostics,There is an order in place,0.6446
InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoSeek → Generalinformation,Could you please confirm your fax number,InfoGive → Generalinformation,Here is the fax number,0.7609
InfoGive → carecoordination || InfoSeek → Generalinformation,InfoSeek → Generalinformation,Could you please confirm your fax number,InfoGive → carecoordination,He was going to fax you and I gave him your fax number,0.6448
InfoSeek → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoSeek → Generalinformation,Could you please confirm your fax number,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,0.639
InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoSeek → Generalinformation,Could you please confirm your fax number,InfoGive → Generalinformation,we can fax them the order if you give us the fax number,0.6346
InfoGive → carecoordination || InfoSeek → carecoordination,InfoGive → carecoordination,Dr. Person2 says he sent a 16 page fax for your attention,InfoSeek → carecoordination,Do you have a fax number for Dr Person2 and I can fax the report over to him,0.7512
InfoGive → Generalinformation || InfoSeek → carecoordination,InfoGive → Generalinformation,The fax number in Dr Person5's office is XXX-XXX-XXXX,InfoSeek → carecoordination,Do you have a fax number for Dr Person2 and I can fax the report over to him,0.7192
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,The fax number in Dr Person5's office is XXX-XXX-XXXX,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,0.6776
InfoGive → Generalinformation || InfoSeek → Generalinformation,InfoGive → Generalinformation,The fax number in Dr Person5's office is XXX-XXX-XXXX,InfoSeek → Generalinformation,Is there a  fax/phone number/person /dept,0.6003
InfoSeek → carecoordination || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,InfoSeek → carecoordination,Do you have a fax number for Dr Person2 and I can fax the report over to him,0.7794
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,InfoGive → Generalinformation,The fax number in Dr Person5's office is XXX-XXX-XXXX,0.6776
InfoSeek → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,InfoSeek → Generalinformation,Could you please confirm your fax number,0.639
InfoGiveSDOH → EconomicStability || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,InfoGiveSDOH → EconomicStability,"I have also faxed my Org1 paperwork, have your office received it?",0.6375
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,InfoGive → Generalinformation,Here is the fax number,0.6155
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → Alignment,PartnershipPatient → activeParticipation/involvement,Did you receive the fax from Dr. Person1?,PartnershipProvider → Alignment,I know you also sent to Dr. Person1,0.6125
InfoSeek → Drugs || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I forgot to ask a you question concerning when I should get my next Covid booster shot?,InfoSeek → Drugs,When will I be getting my Covid vaccine and can my wife get it also  Person2,0.6579
PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,PartnershipPatient → activeParticipation/involvement,I forgot to ask a you question concerning when I should get my next Covid booster shot?,SharedDecisionPatient → SeekingApproval,Are you recommending that I get the Covid vaccine,0.6276
InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,InfoGive → SchedulingAppt,Person1 has MM/DD/YYYY,0.7616
InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,InfoGive → SchedulingAppt,"I have an appointment with Dr. Person2 next MM/DD/YYYY, the MM/DD/YYYY",0.6573
InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,I had two this year (both Person2) one in MM/DD/YYYY and the other in MM/DD/YYYY,InfoGive → SchedulingAppt,so my appointment with Dr. Person2 must be on The MM/DD/YYYY,0.6074
InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,InfoGive → Drugs,The official recommendations are 6 months after the second dose,PartnershipPatient → activeParticipation/involvement,if you can put somewhere effective date was  when I got the new treatment   Approx  3 weeks back,0.6724
InfoGive → carecoordination || SharedDecisionProvider → ShareOptions,SharedDecisionProvider → ShareOptions,"But he would advise the third shot now, and would recommend Pfizer or Moderna instead of J/J for the booster",InfoGive → carecoordination,But he would advise the third shot now,0.6231
PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,wondered whether that is something you would consider or would you still prefer that we do the surgery immediately?,PartnershipPatient → activeParticipation/involvement,presume we are looking at more surgery,0.6933
SharedDecisionPatient → ApprovalofDecision/Reinforcement || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,wondered whether that is something you would consider or would you still prefer that we do the surgery immediately?,SharedDecisionPatient → ApprovalofDecision/Reinforcement,"Yes, I would like to see someone about having that possible surgery",0.6251
InfoGive → Generalinformation || SharedDecisionPatient → ExploreOptions,SharedDecisionPatient → ExploreOptions,wondered whether that is something you would consider or would you still prefer that we do the surgery immediately?,InfoGive → Generalinformation,Im preparing for surgery on MM/DD/YYYY,0.6069
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy New Year!,PartnershipProvider → connection,Have a happy healthy new year,0.7027
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy New Year!,PartnershipProvider → connection,Merry Christmas and Happy and healthy new year to you and your family,0.6402
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I am contacting you about the surgical drain Dr  Person2 placed MM/DD/YYYY,InfoGive → Generalinformation,I still have the surgical drain in place,0.7247
PartnershipPatient → expressOpinions || SharedDecisionProvider → MakeDecision,PartnershipPatient → expressOpinions,Hopefully we can work this out today,SharedDecisionProvider → MakeDecision,We will get this done today,0.6102
InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,InfoGive → SchedulingAppt,I will be in for my appointment tomorrow,PartnershipPatient → statePreferences,If so please get it scheduled for the same day as my appointment,0.6306
InfoGive → SchedulingAppt || SharedDecisionProvider → Approval/Reinforcement,InfoGive → SchedulingAppt,I will be in for my appointment tomorrow,SharedDecisionProvider → Approval/Reinforcement,we will add it to your next appointment,0.6261
InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,"I need to postpone the appointments made for MM/DD/YYYY, and MM/DD/YYYY for the initial doses of Fulvestrant, that we discussed in your office",InfoGive → SchedulingAppt,I am awaiting my next treatment to be scheduled on MM/DD/YYYY,0.6474
InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,"I need to postpone the appointments made for MM/DD/YYYY, and MM/DD/YYYY for the initial doses of Fulvestrant, that we discussed in your office",InfoGive → SchedulingAppt,I see an appointment for the MM/DD/YYYY,0.6366
InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,"I need to postpone the appointments made for MM/DD/YYYY, and MM/DD/YYYY for the initial doses of Fulvestrant, that we discussed in your office",InfoGive → SchedulingAppt,I will ask our Clinical Secretary to schedule this,0.6226
PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,"I need to postpone the appointments made for MM/DD/YYYY, and MM/DD/YYYY for the initial doses of Fulvestrant, that we discussed in your office",PartnershipPatient → activeParticipation/involvement,"We don have a MM/DD/YYYY appointment scheduled before my injection, so I messaging you",0.6161
InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,"I need to postpone the appointments made for MM/DD/YYYY, and MM/DD/YYYY for the initial doses of Fulvestrant, that we discussed in your office",InfoGive → SchedulingAppt,MM/DD/YYYY  appointment is here in Org2 with Dr Person1,0.6099
InfoSeek → SchedulingAppt || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,"I need to postpone the appointments made for MM/DD/YYYY, and MM/DD/YYYY for the initial doses of Fulvestrant, that we discussed in your office",InfoSeek → SchedulingAppt,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,0.6071
InfoGive → Generalinformation || InfoGive → Symptoms,InfoGive → Symptoms,I have not completely recovered from the surgery of MM/DD/YYYY,InfoGive → Generalinformation,Im preparing for surgery on MM/DD/YYYY,0.7058
InfoGive → Symptoms || PartnershipPatient → activeParticipation/involvement,InfoGive → Symptoms,I have not completely recovered from the surgery of MM/DD/YYYY,PartnershipPatient → activeParticipation/involvement,Please let me know so I can have it completed before my surgery MM/DD/YYYY,0.6945
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,I still have the surgical drain in place,PartnershipPatient → activeParticipation/involvement,I am contacting you about the surgical drain Dr  Person2 placed MM/DD/YYYY,0.7247
InfoGive → carecoordination || InfoSeek → SchedulingAppt,InfoGive → carecoordination,"have a potential appointment tomorrow, MM/DD/YYYY to see Dr  Person2",InfoSeek → SchedulingAppt,Could you tell me when my next appointment with Dr. Person2 will be?,0.832
InfoGive → carecoordination || InfoSeek → SchedulingAppt,InfoGive → carecoordination,"have a potential appointment tomorrow, MM/DD/YYYY to see Dr  Person2",InfoSeek → SchedulingAppt,Should I be making an appointment to come in to see you or Dr. Person2 replacement?,0.7676
Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,I was sorry to see you so sad,Socioemotional/Empathy → AcknowledgeError,I am SO sorry,0.6138
PartnershipPatient → connection || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will see you next week,PartnershipPatient → connection,See you next week,0.8952
PartnershipPatient → connection || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will see you next week,PartnershipPatient → connection,Maybe see you next week when I come in,0.7633
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will see you next week,InfoGive → SchedulingAppt,I will see you the next day on MM/DD/YYYY,0.628
PartnershipPatient → connection || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will see you next week,PartnershipPatient → connection,See you tomorrow,0.6118
PartnershipPatient → connection || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,I will see you next week,PartnershipPatient → connection,See you soon!,0.602
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.7084
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.7084
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.7084
PartnershipPatient → salutation || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → salutation,Good evening,0.7084
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Try to have a good evening,PartnershipPatient → connection,have a good day,0.6315
InfoGive → Symptoms || PartnershipPatient → connection,PartnershipPatient → connection,I felt much better after seeing you,InfoGive → Symptoms,I am feeling much better.,0.6468
PartnershipPatient → connection || Socioemotional/Empathy → PositiveRemarks,PartnershipPatient → connection,I felt much better after seeing you,Socioemotional/Empathy → PositiveRemarks,Glad your feeling better,0.621
InfoGive → carecoordination || InfoSeek → SchedulingAppt,InfoGive → carecoordination,look forward to meeting with Dr  Person2 on MM/DD/YYYY,InfoSeek → SchedulingAppt,Could you tell me when my next appointment with Dr. Person2 will be?,0.7719
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → salutation || PartnershipProvider → signoff,PartnershipPatient → salutation,Dear,PartnershipProvider → signoff,Sincerely,0.6084
PartnershipPatient → activeParticipation/involvement || SharedDecisionProvider → EncourageQuestions,PartnershipPatient → activeParticipation/involvement,Here are a list of our concerns that we are looking forward to discussing with you tomorrow,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",0.6393
InfoGive → Diagnostics || Socioemotional/Empathy → ExpressConcern/unease,InfoGive → Diagnostics,I was in last week for biopsy and US,Socioemotional/Empathy → ExpressConcern/unease,All very disconcerting to be honest especially after having seen the biopsy report for myself,0.6446
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,InfoGive → SchedulingAppt,I will ask our secretary to schedule,0.7102
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,InfoGive → SchedulingAppt,Someone should call you to schedule,0.7081
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,InfoGive → SchedulingAppt,Please call #XXX-XXX-XXXX to schedule,0.6908
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,PartnershipPatient → activeParticipation/involvement,Who do I contact to schedule?,0.6808
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,InfoGive → SchedulingAppt,I would like to schedule a virtual call with you to-discuss  next steps,0.661
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,InfoGive → SchedulingAppt,You're due for follow up in MM/DD/YYYY please call to schedule XXX-XXX-XXXX,0.6597
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,InfoGive → SchedulingAppt,I will call to schedule my appointment,0.6301
InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will call to schedule a follow up,InfoGive → SchedulingAppt,I will ask our Clinical Secretary to schedule this,0.6203
PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,PartnershipProvider → maintainCommunication,let me know if there's any issue!,SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",0.631
InfoGiveSDOH → EconomicStability || InfoSeekSDOH → EconomicStability,InfoGiveSDOH → EconomicStability,I need FMLA paperwork completed for work,InfoSeekSDOH → EconomicStability,How can I get that paperwork over to you or Person1 to be completed?,0.6149
InfoGiveSDOH → EconomicStability || PartnershipPatient → activeParticipation/involvement,InfoGiveSDOH → EconomicStability,I need FMLA paperwork completed for work,PartnershipPatient → activeParticipation/involvement,Please let me know if my paperwork was received & or  completed,0.6085
InfoSeekSDOH → EconomicStability || PartnershipPatient → activeParticipation/involvement,InfoSeekSDOH → EconomicStability,How can I get that paperwork over to you or Person1 to be completed?,PartnershipPatient → activeParticipation/involvement,Please let me know if my paperwork was received & or  completed,0.6607
InfoGive → carecoordination || InfoSeekSDOH → EconomicStability,InfoSeekSDOH → EconomicStability,How can I get that paperwork over to you or Person1 to be completed?,InfoGive → carecoordination,I faxed the paperwork,0.622
InfoGiveSDOH → EconomicStability || InfoSeekSDOH → EconomicStability,InfoSeekSDOH → EconomicStability,How can I get that paperwork over to you or Person1 to be completed?,InfoGiveSDOH → EconomicStability,I need FMLA paperwork completed for work,0.6149
InfoGiveSDOH → EconomicStability || PartnershipProvider → inviteCollaboration,InfoGiveSDOH → EconomicStability,You are able to scan it and uploaded to mychart,PartnershipProvider → inviteCollaboration,can you please send a picture through mychart?,0.6502
InfoGive → Generalinformation || InfoGiveSDOH → EconomicStability,InfoGiveSDOH → EconomicStability,You are able to scan it and uploaded to mychart,InfoGive → Generalinformation,You should be able to see this in your mychart account shortly,0.6442
InfoGive → Instruction || InfoGiveSDOH → EconomicStability,InfoGiveSDOH → EconomicStability,You are able to scan it and uploaded to mychart,InfoGive → Instruction,2)  You can either upload the form to mychart and send it to us as an attachment or can fax it to us at  XXX-XXX-XXXX,0.6357
InfoGive → Generalinformation || InfoGiveSDOH → EconomicStability,InfoGiveSDOH → EconomicStability,You are able to scan it and uploaded to mychart,InfoGive → Generalinformation,I don see it on my MyChart,0.6273
InfoGiveSDOH → EconomicStability || InfoSeek → Diagnostics,InfoGiveSDOH → EconomicStability,You are able to scan it and uploaded to mychart,InfoSeek → Diagnostics,Is it possible to add my Advanced Radiology CAT scan of MM/DD/YYYY to mychart?,0.6261
InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,I see you have an appt tomorrow in radiation,InfoGive → Drugs,I starting radiation therapy tomorrow,0.6688
InfoGiveSDOH → EconomicStability || InfoSeekSDOH → EconomicStability,InfoSeekSDOH → EconomicStability,Will you be doing intermittent FMLA or continuous?,InfoGiveSDOH → EconomicStability,FMLA will be continuous for all appts and such related to treatment,0.7179
InfoGiveSDOH → EconomicStability || InfoSeekSDOH → EconomicStability,InfoGiveSDOH → EconomicStability,FMLA will be continuous for all appts and such related to treatment,InfoSeekSDOH → EconomicStability,Will you be doing intermittent FMLA or continuous?,0.7179
PartnershipPatient → expressOpinions || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,We would like to move forward with focusing on the treatment plan,PartnershipPatient → expressOpinions,I not sure as this is a new treatment plan,0.6956
InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,We would like to move forward with focusing on the treatment plan,InfoGive → SchedulingAppt,The subsequent (every three weeks) treatments are scheduled,0.6348
InfoGive → Diagnostics || InfoGive → Drugs,InfoGive → Diagnostics,"Radiation had scheduled 5 days of treatment for next week, that I will be doing",InfoGive → Drugs,I starting radiation therapy tomorrow,0.7334
InfoGive → Diagnostics || InfoGive → Instruction,InfoGive → Diagnostics,"Radiation had scheduled 5 days of treatment for next week, that I will be doing",InfoGive → Instruction,You would have to call the radiation oncology office that you are scheduled with,0.6669
PartnershipPatient → statePreferences || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,May we get the bone infusion appointments set back up?,PartnershipPatient → statePreferences,I want to cancel or at least postpone my appointment for the bone density injection,0.6379
InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,May we get the bone infusion appointments set back up?,InfoGive → SchedulingAppt,I will make an appointment on the 8th floor in the Infusion center,0.6325
PartnershipPatient → activeParticipation/involvement || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,May we get the bone infusion appointments set back up?,PartnershipPatient → activeParticipation/involvement,How often will I be doing the bone infusions?,0.6317
InfoGive → Symptoms || PartnershipPatient → activeParticipation/involvement,InfoGive → Symptoms,"Also, my pain has increased in the past couple of days.",PartnershipPatient → activeParticipation/involvement,Is there anything I can get to help with that pain?,0.6276
InfoGive → Drugs || InfoGive → carecoordination,InfoGive → Drugs,I was taking the oxycodone last week,InfoGive → carecoordination,I sent the prescription for oxycodone to Dr. Person1 to sign,0.6391
InfoGive → Drugs || PartnershipPatient → expressOpinions,InfoGive → Drugs,The Tylenol and Aleve just aren enough right now,PartnershipPatient → expressOpinions,"Tylenol extra strength isn't working on its own, any longer",0.6864
InfoGive → Symptoms || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Would this treat the pain temporarily?,InfoGive → Symptoms,has done well managing pain,0.6198
InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",SharedDecisionPatient → SeekingApproval,OK if that is some time in MM/DD/YYYY?,0.7737
InfoGive → SchedulingAppt || SharedDecisionProvider → Approval/Reinforcement,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",SharedDecisionProvider → Approval/Reinforcement,MM/DD/YYYY is good!,0.685
InfoGive → SchedulingAppt || PartnershipPatient → connection,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",PartnershipPatient → connection,See you soon in MM/DD/YYYY,0.6771
InfoGive → SchedulingAppt || PartnershipPatient → Alignment,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",PartnershipPatient → Alignment,MM/DD/YYYY is good,0.6758
InfoGive → SchedulingAppt || PartnershipPatient → signoff,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,0.6676
