anchor_text,anchor_label,neighbor_text,neighbor_label,similarity,method,level,pair_key,example_hash
I've set up Person3's other,Information-Giving||Scheduling_appt,"Unfortunately, since Person3 doesn't use the same system we do, images cannot be shared",Information-Giving||General_information,0.6070958375930786,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,5ae1a80c50ec3416d07e717ea9fce6667948fafc
I've set up Person3's other,Information-Giving||Scheduling_appt,My name is Person2 and I am the RN that works with Dr. Person3,Information-Giving||General_information,0.576744794845581,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||General_information,a20a7cd75a8c173ba4210e7c11d5143993699462
He definitely needs/,Information-Giving||Scheduling_appt,He definitely looks puffier to me leg swelling some,Information-Giving||Symptoms,0.7681307044106175,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Symptoms,0202ae72df512fafa563d23605f42c8e60707d07
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,"30 count has gotten him through MM/DD/YYYY, considering ste p down and a few tough pain MM/DD/YYYY thereafter",Information-Giving||Symptoms,0.7000997626945116,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Symptoms,ae25dd897dfee8f6723cf8242402e21767ea7200
He definitely needs/,Information-Giving||Scheduling_appt,he vomiting with dry heaves,Information-Giving||Symptoms,0.6047760554727766,lsa,combined,Information-Giving||Scheduling_appt :: Information-Giving||Symptoms,ebb093d47afa689c0257c078c4f3d5955e964cef
let them know that you have a prescription for a PET scan,Information-Giving||Scheduling_appt,Please be sure to also send the disc of the PET scan images or bring them with you to your appointment,Information-Giving||instruction,0.7347866296768188,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||instruction,8623e4728b9bf9520c394a3f7147f39595c3c108
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,"Yes, you can get your labs done",Information-Giving||instruction,0.6385396718978882,sbert,combined,Information-Giving||Scheduling_appt :: Information-Giving||instruction,92d972af7fd159e6e7150deb7844e9a3c576872b
I see Dr  Person1 on,Information-Giving||Scheduling_appt,Do i need blood work before I see dr Person1 on MM/DD/YYYY?,Information-Seeking||Diagnostics,0.6412561020978422,lsa,combined,Information-Giving||Scheduling_appt :: Information-Seeking||Diagnostics,d818b6cecb471383ea8dcfec9ca8f5c247fcf97a
I see Dr  Person1 on,Information-Giving||Scheduling_appt,Do i need blood work before I see dr Person1 on MM/DD/YYYY?,Information-Seeking||Diagnostics,0.5676394118884264,tfidf,combined,Information-Giving||Scheduling_appt :: Information-Seeking||Diagnostics,d818b6cecb471383ea8dcfec9ca8f5c247fcf97a
let them know that you have a prescription for a PET scan,Information-Giving||Scheduling_appt,Do you know the reasoning you had this PET scan does and which doctor ordered it?,Information-Seeking||Drugs,0.6753873825073242,sbert,combined,Information-Giving||Scheduling_appt :: Information-Seeking||Drugs,439a4b4f5192d1f4d9d3daa72a00c65ca4a72898
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,Information-Seeking||Scheduling_appt,0.6790633380214315,lsa,combined,Information-Giving||Scheduling_appt :: Information-Seeking||Scheduling_appt,7c4b17a092cb1daf17f4584cf9fc28ee980e7c66
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,MM/DD/YYYY is good,PATIENT_PARTNERSHIP||Alignment,0.6933150887489319,sbert,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||Alignment,0f502e30ecf43fef34c7047f28f0b9f1b706861c
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,MM/DD/YYYY is good,PATIENT_PARTNERSHIP||Alignment,0.6806966066360474,sbert,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||Alignment,080ce3d56ecec06cb3222eead17bed1b6780b234
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,Lots of words for a MM/DD/YYYY morning,PATIENT_PARTNERSHIP||Connection,0.6103966291201851,lsa,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||Connection,f6384691436d88ced9ff2c740f9e69a00fdd0763
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,I will check back with Person1 early MM/DD/YYYY,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6834449172019958,sbert,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||active_participation_/involvement,c7adf2b35b0662bb9ea93ba2b8446f888df4d68a
would like to see Person2 in the office MM/DD/YYYY,Information-Giving||Scheduling_appt,I will check back with Person1 early MM/DD/YYYY,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5890880227088928,sbert,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||active_participation_/involvement,74ebf58c12864efc3a1bb425e62901fb34837cdb
would like to see Person2 in the office MM/DD/YYYY,Information-Giving||Scheduling_appt,Is it possible to have Person2 help with this please?,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5888590812683105,sbert,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||active_participation_/involvement,9a3b46b56ad29da15ccd0bcd5dfc750bd3b97435
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.7097437917619335,lsa,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||state_preferences,987387c9bff12967759ea5323ac51d258a30feb5
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.5624839674410074,lsa,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||state_preferences,c0fdd7a9e5a3b6c452f98675ec2fc4730e920b0c
I've set up Person3's other,Information-Giving||Scheduling_appt,Would also like to coordinate follow ups with Person2 and Person3,PATIENT_PARTNERSHIP||state_preferences,0.576600968837738,sbert,combined,Information-Giving||Scheduling_appt :: PATIENT_PARTNERSHIP||state_preferences,838a9738d1a93abb70732e9bb9437cb561e15213
let them know that you have a prescription for a PET scan,Information-Giving||Scheduling_appt,Should we bring forward the PET scans planned for MM/DD/YYYY or defer them until after the treatment has ended?,PATIENT_SHARED-DECISION_MAKING||Explore_options,0.6316252946853638,sbert,combined,Information-Giving||Scheduling_appt :: PATIENT_SHARED-DECISION_MAKING||Explore_options,8131589522580dae01650bc1cf31e0e48d1a3b21
I believe it should be 9am,Information-Giving||Scheduling_appt,Should I be?,PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,0.6165250772401576,tfidf,combined,Information-Giving||Scheduling_appt :: PATIENT_SHARED-DECISION_MAKING||Seeking_Approval,7b9c89513af147cbedcea95c1b5f605f1b9c60da
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,Yes MM/DD/YYYY org1,PROVIDER_PARTNERSHIP||Alignment,0.6612761616706848,sbert,combined,Information-Giving||Scheduling_appt :: PROVIDER_PARTNERSHIP||Alignment,64f8f4781e5e04bc21815acaa5ff806eb0e786a7
Currently my lab work is scheduled to be done,Information-Giving||Scheduling_appt,we will watch for the lab results,PROVIDER_PARTNERSHIP||Maintain_communication,0.595011293888092,sbert,combined,Information-Giving||Scheduling_appt :: PROVIDER_PARTNERSHIP||Maintain_communication,e5e073f579f0e909e10c6d58d2fe5e967e53968d
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,"MM/DD/YYYY, is that good ?",PROVIDER_PARTNERSHIP||invite_collaboration,0.6956179738044739,sbert,combined,Information-Giving||Scheduling_appt :: PROVIDER_PARTNERSHIP||invite_collaboration,bedbbb67a1ddb31dbedee6f71beecc7d8cb053ac
I see Dr  Person1 on,Information-Giving||Scheduling_appt,If Dr. Person1 then certainly ok.,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.7270954251289368,sbert,combined,Information-Giving||Scheduling_appt :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,8aae230a5a8eb3cca39a787e5b3a375f7471c6aa
"Yep, just got a call for MM/DD/YYYY w",Information-Giving||Scheduling_appt,MM/DD/YYYY is good!,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.7009842395782471,sbert,combined,Information-Giving||Scheduling_appt :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,1213f96582d631c71ac37c50a9be65410d9ed9ed
Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,MM/DD/YYYY is good!,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.6742023229598999,sbert,combined,Information-Giving||Scheduling_appt :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,3b0ec51be590b9d1e2f58598f89c1002c1ac271b
"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving||Symptoms,i Eating and sleeping well,Information-Giving_SDOH||Health_care_access_and_quality,0.6585068765308256,tfidf,combined,Information-Giving||Symptoms :: Information-Giving_SDOH||Health_care_access_and_quality,9b919929231961d5cafa98fae679389163f42951
"I hope so because I feel great; sleeping well, eating (too) well",Information-Giving||Symptoms,Sleeping well,Information-Giving_SDOH||Health_care_access_and_quality,0.5987080708637997,tfidf,combined,Information-Giving||Symptoms :: Information-Giving_SDOH||Health_care_access_and_quality,64859bf541f5a83a927814fbdc62f2fbe63a3f6a
"30 count has gotten him through MM/DD/YYYY, considering ste p down and a few tough pain MM/DD/YYYY thereafter",Information-Giving||Symptoms,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.6610768341680753,lsa,combined,Information-Giving||Symptoms :: Information-Giving||Diagnostics,fed64fd443130be822131725692ff6feaf66f753
"Other symptoms: quite tired, napping, MM/DD/YYYY recently interrupted by anxiety attacks",Information-Giving||Symptoms,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,Information-Giving||Diagnostics,0.594946938001171,lsa,combined,Information-Giving||Symptoms :: Information-Giving||Diagnostics,755b8360cde34061b6665049bd26a6ef542f1608
"30 count has gotten him through MM/DD/YYYY, considering ste p down and a few tough pain MM/DD/YYYY thereafter",Information-Giving||Symptoms,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,0.6678333588133185,lsa,combined,Information-Giving||Symptoms :: Information-Giving||Drugs,3bd1936f29d08c8bdbdf4c83209a2ed27ddd02e5
"Other symptoms: quite tired, napping, MM/DD/YYYY recently interrupted by anxiety attacks",Information-Giving||Symptoms,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",Information-Giving||Drugs,0.6050034674322561,lsa,combined,Information-Giving||Symptoms :: Information-Giving||Drugs,1defed783df43ded5602bd180428300179313362
which can be pretty nasty,Information-Giving||Symptoms,It can be a common side effect of the Taxol,Information-Giving||Drugs,0.5660540452984809,lsa,combined,Information-Giving||Symptoms :: Information-Giving||Drugs,d17546607b666b8e143c88f2ce92739f24436171
"30 count has gotten him through MM/DD/YYYY, considering ste p down and a few tough pain MM/DD/YYYY thereafter",Information-Giving||Symptoms,rec'd a notice MM/DD/YYYY,Information-Giving||General_information,0.742846213192173,lsa,combined,Information-Giving||Symptoms :: Information-Giving||General_information,3ef1aec59be9ed5afb7e3f0d30cad032907968cc
"Other symptoms: quite tired, napping, MM/DD/YYYY recently interrupted by anxiety attacks",Information-Giving||Symptoms,rec'd a notice MM/DD/YYYY,Information-Giving||General_information,0.6554485472856139,lsa,combined,Information-Giving||Symptoms :: Information-Giving||General_information,08da3e8cc1d3c90b9dd82ddc43649334548a672c
"30 count has gotten him through MM/DD/YYYY, considering ste p down and a few tough pain MM/DD/YYYY thereafter",Information-Giving||Symptoms,Person1 has MM/DD/YYYY,Information-Giving||Scheduling_appt,0.7000997626945116,lsa,combined,Information-Giving||Symptoms :: Information-Giving||Scheduling_appt,b3045303821e540d64ed77fb2526319c2fdb0fa4
Sig swelling (but improving slightly) swelling of right leg persists,Information-Giving||Symptoms,Have you checked with your cardiologist re your ankle swelling?,Information-Seeking||Care_Coordination,0.5686115622520447,sbert,combined,Information-Giving||Symptoms :: Information-Seeking||Care_Coordination,6cbb767033fc2f3487866b38d7b4cc4042fae99f
"Other symptoms: quite tired, napping, MM/DD/YYYY recently interrupted by anxiety attacks",Information-Giving||Symptoms,"Is there a possibility to move my treatments up by one week, to MM/DD/YYYY and MM/DD/YYYY",Information-Seeking||Scheduling_appt,0.58624194875183,lsa,combined,Information-Giving||Symptoms :: Information-Seeking||Scheduling_appt,7ebc89f2f5c4c6b53f49cea874c7b3d296f524cf
is having a tough day with pain,Information-Giving||Symptoms,Are you feeling better today?,Information-Seeking||Symptoms,0.5606263875961304,sbert,combined,Information-Giving||Symptoms :: Information-Seeking||Symptoms,53fdc8af31db331350483756dd18616c027f077a
has done well managing pain,Information-Giving||Symptoms,Would this treat the pain temporarily?,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6197595596313477,sbert,combined,Information-Giving||Symptoms :: PATIENT_PARTNERSHIP||active_participation_/involvement,045184448ca7f6ffcb8d57ba679d22e2ad8d7efd
is having a tough day with pain,Information-Giving||Symptoms,Is there anything I can get to help with that pain?,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6008086800575256,sbert,combined,Information-Giving||Symptoms :: PATIENT_PARTNERSHIP||active_participation_/involvement,1636bf719e5de137c0a1c4e7bc5702f7bd7f43d7
which can be pretty nasty,Information-Giving||Symptoms,Presume they can be shared digitally,PATIENT_PARTNERSHIP||express_opinions,0.674385790797781,lsa,combined,Information-Giving||Symptoms :: PATIENT_PARTNERSHIP||express_opinions,bc5db01dc3cf2341a2bd5cf65d5201b3c17329ae
"30 count has gotten him through MM/DD/YYYY, considering ste p down and a few tough pain MM/DD/YYYY thereafter",Information-Giving||Symptoms,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.6889743737473507,lsa,combined,Information-Giving||Symptoms :: PATIENT_PARTNERSHIP||state_preferences,455ea20842c6a6b206879c5259b891abd776da6e
"Other symptoms: quite tired, napping, MM/DD/YYYY recently interrupted by anxiety attacks",Information-Giving||Symptoms,MM/DD/YYYY after 230pm,PATIENT_PARTNERSHIP||state_preferences,0.6179832867600837,lsa,combined,Information-Giving||Symptoms :: PATIENT_PARTNERSHIP||state_preferences,268327fa5c0e7361ac519e062ac8918e61663ae1
which can be pretty nasty,Information-Giving||Symptoms,it appears the numbers pretty high which is concerning,Socioemotional_/_Empathy||Express_concern/unease,0.5846917307974889,lsa,combined,Information-Giving||Symptoms :: Socioemotional_/_Empathy||Express_concern/unease,aec8cb2b97af6ba789225889cda2adfdc0e5b5c1
Please send to,Information-Giving||instruction,"Could you please send the pet scan report to Person1 , doctor Person2 assistant",Information-Giving||Care_Coordination,0.5772193783459467,lsa,combined,Information-Giving||instruction :: Information-Giving||Care_Coordination,ba476177075ef83a782fe31e8424695bb974169a
Please send to,Information-Giving||instruction,please have them send it to us at,Information-Giving||Care_Coordination,0.5670389246538088,lsa,combined,Information-Giving||instruction :: Information-Giving||Care_Coordination,db2ea7034715e0f69c8fa561958bcdeccddd28dd
Please send to,Information-Giving||instruction,please have them send it to us at,Information-Giving||Care_Coordination,0.5937644243240356,sbert,combined,Information-Giving||instruction :: Information-Giving||Care_Coordination,db2ea7034715e0f69c8fa561958bcdeccddd28dd
Please send to,Information-Giving||instruction,"You can send it to me in here or email, address@email.com",Information-Giving||General_information,0.5513626933097839,sbert,combined,Information-Giving||instruction :: Information-Giving||General_information,e78ef781304615eb0488283248537bbcd2b79ac1
Please call Person1 (this is the company running the testing) and speak with their customer service,Information-Giving||instruction,This is what was noted in the testing results,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5712423452529273,lsa,combined,Information-Giving||instruction :: PATIENT_PARTNERSHIP||active_participation_/involvement,08a6ce9b837e58d77778227e1a8adbfecb5dcc18
Please send to,Information-Giving||instruction,I will also send it via email,PROVIDER_PARTNERSHIP||Maintain_communication,0.6401464343070984,sbert,combined,Information-Giving||instruction :: PROVIDER_PARTNERSHIP||Maintain_communication,07c6bcfa8167cc8dd3e64b09d0fc65c9e5b95d6c
Please send to,Information-Giving||instruction,can you please send a picture through mychart?,PROVIDER_PARTNERSHIP||invite_collaboration,0.6631720008728366,lsa,combined,Information-Giving||instruction :: PROVIDER_PARTNERSHIP||invite_collaboration,c97fc7bd7e5baa6e5d59a0dd1bc1bbc53510066c
but I am still not understanding the timing of my blood work,Information-Seeking||Diagnostics,I recently had a bunch of blood work entered,Information-Giving||Diagnostics,0.5642640978980511,lsa,combined,Information-Seeking||Diagnostics :: Information-Giving||Diagnostics,f8ffa25b3943bf10637db9622969de9f123bfd6b
Please let me know about blood work,Information-Seeking||Diagnostics,Please let me know,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6367177374683866,tfidf,combined,Information-Seeking||Diagnostics :: PATIENT_PARTNERSHIP||active_participation_/involvement,af409690349c7665ce7789ecb198beedea511e10
Please let me know about blood work,Information-Seeking||Diagnostics,Please let me know,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6367177374683866,tfidf,combined,Information-Seeking||Diagnostics :: PATIENT_PARTNERSHIP||active_participation_/involvement,af409690349c7665ce7789ecb198beedea511e10
Please let me know about blood work,Information-Seeking||Diagnostics,Please let me know!!,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6367177374683866,tfidf,combined,Information-Seeking||Diagnostics :: PATIENT_PARTNERSHIP||active_participation_/involvement,67af22a9a3e97ebd74d91af7055719c7111f9708
Does Dr. Person3 want Person1 to continue on,Information-Seeking||Drugs,Dr. Person2 is involved in my treatment,Information-Giving||Care_Coordination,0.689014196395874,sbert,combined,Information-Seeking||Drugs :: Information-Giving||Care_Coordination,00bd352eba4c3bfa7061ac808a3a2966a40b7eab
how is he taking the Eliquis:  5mg a day or twice a day,Information-Seeking||Drugs,I take two per  Day (400 mg),Information-Giving||Drugs,0.6680413484573364,sbert,combined,Information-Seeking||Drugs :: Information-Giving||Drugs,ad0d0bb6804401ad374ab15041330265c1118b6f
how is he taking the Eliquis:  5mg a day or twice a day,Information-Seeking||Drugs,Eliquis 5mg; current Rx will run out,Information-Giving||Drugs,0.6622751355171204,sbert,combined,Information-Seeking||Drugs :: Information-Giving||Drugs,69580e84a7d3aea3fbcb8d61bbbaaae2d22e005a
how many a day is he taking,Information-Seeking||Drugs,I take two per  Day (400 mg),Information-Giving||Drugs,0.6388786435127258,sbert,combined,Information-Seeking||Drugs :: Information-Giving||Drugs,a2ba6c4205029923e268dcb04e2ccce68d72fe93
I would like to add one more Rx request,Information-Seeking||Drugs,I sent the new Rx,Information-Giving||Drugs,0.6135662198066711,sbert,combined,Information-Seeking||Drugs :: Information-Giving||Drugs,d84cff0f11a446998d1533fa6bd23079afd251b7
how is he taking the Eliquis:  5mg a day or twice a day,Information-Seeking||Drugs,Re Eliquis: MM/DD/YYYY two 5mg tabs morning and night,Information-Giving||Drugs,0.6056983470916748,sbert,combined,Information-Seeking||Drugs :: Information-Giving||Drugs,7c4e56354753f38038c29f3185678cb5c1ebd6b6
I would like to add one more Rx request,Information-Seeking||Drugs,One more bit of info,Information-Giving||General_information,0.5527902936430005,lsa,combined,Information-Seeking||Drugs :: Information-Giving||General_information,3505800ffecf7c4bec5c8c0470f049ea81190047
Does Dr. Person3 want Person1 to continue on,Information-Seeking||Drugs,I see Dr  Person1 on,Information-Giving||Scheduling_appt,0.7246928811073303,sbert,combined,Information-Seeking||Drugs :: Information-Giving||Scheduling_appt,e3d57b61c97d9bb542c42d7532a3f5a6817fb460
how many a day is he taking,Information-Seeking||Drugs,are you taking him for repeat labs and urine today or tomorrow?,Information-Seeking||Diagnostics,0.6023111939430237,sbert,combined,Information-Seeking||Drugs :: Information-Seeking||Diagnostics,5f740a57d04d6bd7167e659ef56ff1ebe6c55586
Does Dr. Person3 want Person1 to continue on,Information-Seeking||Drugs,Can Dr  Person3 do that?,PATIENT_PARTNERSHIP||active_participation_/involvement,0.7138359546661377,sbert,combined,Information-Seeking||Drugs :: PATIENT_PARTNERSHIP||active_participation_/involvement,71212e83de2912155c4e2ff4858f7e35b419c984
I would like to add one more Rx request,Information-Seeking||Drugs,I would like to request a meeting with Person1's teams on Monday morning,PATIENT_PARTNERSHIP||state_preferences,0.6302720717524452,lsa,combined,Information-Seeking||Drugs :: PATIENT_PARTNERSHIP||state_preferences,d705c1b4df44478e2bb33902491f1df7b50741eb
I would like to add one more Rx request,Information-Seeking||Drugs,Would like to switch back to Eliquis,PATIENT_PARTNERSHIP||state_preferences,0.5726867353061798,lsa,combined,Information-Seeking||Drugs :: PATIENT_PARTNERSHIP||state_preferences,9e5821d3b4405d6cf932308bddd859b3fad427ba
I would like to add one more Rx request,Information-Seeking||Drugs,Would like to switch back to Eliquis,PATIENT_PARTNERSHIP||state_preferences,0.5726867353061798,lsa,combined,Information-Seeking||Drugs :: PATIENT_PARTNERSHIP||state_preferences,9e5821d3b4405d6cf932308bddd859b3fad427ba
I would like to add one more Rx request,Information-Seeking||Drugs,I would like to have an IV Port installed,PATIENT_PARTNERSHIP||state_preferences,0.5572761306715764,lsa,combined,Information-Seeking||Drugs :: PATIENT_PARTNERSHIP||state_preferences,74ad94877d436af2fb5e1c4091c71309c8788f37
Does Dr. Person3 want Person1 to continue on,Information-Seeking||Drugs,We will let you know if Dr Person2 is able to complete,PROVIDER_PARTNERSHIP||Maintain_communication,0.7003270387649536,sbert,combined,Information-Seeking||Drugs :: PROVIDER_PARTNERSHIP||Maintain_communication,05524cbe02709c254b52aa35d9df29c035c3d3db
Does Dr. Person3 want Person1 to continue on,Information-Seeking||Drugs,If Dr. Person1 then certainly ok.,PROVIDER_Shared-Decision_Making||Approval/Reinforcement,0.689336359500885,sbert,combined,Information-Seeking||Drugs :: PROVIDER_Shared-Decision_Making||Approval/Reinforcement,7c486a8587663f2749e98bc4713dcc5062e4861c
Please advise,Information-Seeking||General_information,Your advice please,PATIENT_PARTNERSHIP||active_participation_/involvement,0.7185097336769104,sbert,combined,Information-Seeking||General_information :: PATIENT_PARTNERSHIP||active_participation_/involvement,e31b6cf0f36660c30b655f33014591c9aabf6030
Please advise me how to submit this to,Information-Seeking||General_information,Please let me know when submitted,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6247461438179016,sbert,combined,Information-Seeking||General_information :: PATIENT_PARTNERSHIP||active_participation_/involvement,fc18137b913a5f7b6aec20f653ab82bb01193cb8
Please advise,Information-Seeking||General_information,Please keep me informed,PATIENT_PARTNERSHIP||active_participation_/involvement,0.5706859827041626,sbert,combined,Information-Seeking||General_information :: PATIENT_PARTNERSHIP||active_participation_/involvement,718d9c3267e6ae6b4752c208163ec4e66067aa57
Please advise,Information-Seeking||General_information,Appreciate your advice,PATIENT_PARTNERSHIP||build_trust,0.6422739624977112,sbert,combined,Information-Seeking||General_information :: PATIENT_PARTNERSHIP||build_trust,4e1c2db02c3448419e16b8a74214a39c15c6f5c0
Please advise,Information-Seeking||General_information,Please expedite,PATIENT_PARTNERSHIP||state_preferences,0.8195000503865708,lsa,combined,Information-Seeking||General_information :: PATIENT_PARTNERSHIP||state_preferences,e4b6404de1c7d7bf0c5a3c56091f8774c688812d
if you can assist me in doing that,Information-Seeking||General_information,Let me know if I can help you with anything else,PROVIDER_Shared-Decision_Making||Encourage_questions,0.6114929914474487,sbert,combined,Information-Seeking||General_information :: PROVIDER_Shared-Decision_Making||Encourage_questions,78a42f8d30b168abce501e25d1d32bc6f0418774
Would you let me know when you can squeeze Person2 in?,Information-Seeking||Scheduling_appt,Please let me know when submitted,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6897436255930888,lsa,combined,Information-Seeking||Scheduling_appt :: PATIENT_PARTNERSHIP||active_participation_/involvement,3190064505d127424022ee3f84c1bc1ca5418762
Would you let me know when you can squeeze Person2 in?,Information-Seeking||Scheduling_appt,Please let me know when sent,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6582667882543939,lsa,combined,Information-Seeking||Scheduling_appt :: PATIENT_PARTNERSHIP||active_participation_/involvement,1bc08bd11abf5775d684ad2e517e440f43afca14
Can I go before,Information-Seeking||Scheduling_appt,Where can I go and are u recommending for me,PATIENT_PARTNERSHIP||active_participation_/involvement,0.6195031105444816,lsa,combined,Information-Seeking||Scheduling_appt :: PATIENT_PARTNERSHIP||active_participation_/involvement,23516e21784e3cc5e9f16669c972e307340475b3
Most appreciative!,PATIENT_PARTNERSHIP||Appreciation/gratitude,Most people tolerate it fine 3 times per week,Information-Giving||Drugs,0.717798569568464,lsa,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: Information-Giving||Drugs,50b678159cb8f7955d59b33de10beed691f08a51
Most appreciative!,PATIENT_PARTNERSHIP||Appreciation/gratitude,A bone strengthening  agent will still most likely be added to your regimen,Information-Giving||Drugs,0.5901162383065931,lsa,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: Information-Giving||Drugs,f01e106addf80930d93916b794d0c401b04576cb
Thanks a ton,PATIENT_PARTNERSHIP||Appreciation/gratitude,No problem,PATIENT_PARTNERSHIP||Alignment,0.5922769904136658,sbert,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||Alignment,723df9ad172bbbc91adb16483a9ecb995b0b0f47
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,0.9999999999999998,lsa,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,bdb339efc02bcc23a58be572f19440735bfcce79
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,0.9999999999999998,lsa,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,c47a5f03d8ef294bfaec9debd14d3450761eaaba
Thanks a ton,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thanks,PATIENT_PARTNERSHIP||signoff,0.9999999999999998,lsa,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,f194af2df26ba994f800703271a4a5d1a761018a
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000005960464478,sbert,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,bdb339efc02bcc23a58be572f19440735bfcce79
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000005960464478,sbert,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,bdb339efc02bcc23a58be572f19440735bfcce79
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000005960464478,sbert,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,bdb339efc02bcc23a58be572f19440735bfcce79
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,thank you,PATIENT_PARTNERSHIP||signoff,1.0000005960464478,sbert,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,c47a5f03d8ef294bfaec9debd14d3450761eaaba
Thank you,PATIENT_PARTNERSHIP||Appreciation/gratitude,Thank you,PATIENT_PARTNERSHIP||signoff,1.0000005960464478,sbert,combined,PATIENT_PARTNERSHIP||Appreciation/gratitude :: PATIENT_PARTNERSHIP||signoff,bdb339efc02bcc23a58be572f19440735bfcce79
